CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,B19013001,id,Station ID,area,perimeter,calculatedarea
"2.01","1",Manhattan,"000201","1000201",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000201","4103",4754.49524739000,972312.14035500004,"45582","0","1",15164894.247381,14925.757219,80134.048
"6","1",Manhattan,"000600","1000600",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000600","4103",6976.28621477000,2582705.15745999990,"25655","0","1",15164894.247381,14925.757219,239228.356
"14.01","1",Manhattan,"001401","1001401",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001401","4103",5075.33199978000,1006116.58429000003,"89873","0","1",15164894.247381,14925.757219,93472.101
"14.02","1",Manhattan,"001402","1001402",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001402","4103",4459.15601870000,1226206.24719000002,"46615","0","1",15164894.247381,14925.757219,113919.298
"18","1",Manhattan,"001800","1001800",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001800","4103",6391.92117449000,2399276.86434999993,"74485","0","1",15164894.247381,14925.757219,222902.119
"22.01","1",Manhattan,"002201","1002201",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002201","4103",5779.06260724000,1740173.87581000011,"35700","0","1",15164894.247381,14925.757219,142002.643
"26.01","1",Manhattan,"002601","1002601",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002601","4103",4521.25106638000,1141217.52722999989,"35625","0","1",15164894.247381,14925.757219,10847.394
"26.02","1",Manhattan,"002602","1002602",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002602","4103",4491.20321958000,1114857.11794000003,"71907","0","1",15164894.247381,14925.757219,4477.808
"28","1",Manhattan,"002800","1002800",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002800","4103",5627.55483658000,1973678.46790000005,"52305","0","1",15164894.247381,14925.757219,118016.327
"31","1",Manhattan,"003100","1003100",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003100","4121",7967.86702864000,2207015.17474000016,"190769","0","1",15164894.247381,14925.757219,205041.531
"32","1",Manhattan,"003200","1003200",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003200","4103",6358.43545384000,2335526.62183000008,"88070","0","1",15164894.247381,14925.757219,203290.635
"33","1",Manhattan,"003300","1003300",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003300","4121",8170.75642439000,3677727.61843999987,"250001","0","1",15164894.247381,14925.757219,341675.143
"34","1",Manhattan,"003400","1003400",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003400","4103",5503.30697234000,1718451.58587999991,"109148","0","1",15164894.247381,14925.757219,159650.934
"36.01","1",Manhattan,"003601","1003601",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003601","4103",4201.29530909000,1082296.16558000003,"55714","0","1",15164894.247381,14925.757219,100549.534
"36.02","1",Manhattan,"003602","1003602",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003602","4103",4076.25032584000,961070.50006100000,"144464","0","1",15164894.247381,14925.757219,89287.212
"37","1",Manhattan,"003700","1003700",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061003700","4121",11701.60794320000,4116364.29736000020,"246250","0","1",15164894.247381,14925.757219,356901.655
"39","1",Manhattan,"003900","1003900",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003900","4121",12700.42461980000,3571006.25669000018,"190588","0","1",15164894.247381,14925.757219,309879.643
"40.01","1",Manhattan,"004001","1004001",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004001","4103",4151.97686690000,995026.13729600003,"122383","0","1",15164894.247381,14925.757219,92441.863
"40.02","1",Manhattan,"004002","1004002",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004002","4103",4046.98099391000,932610.98620699998,"153838","0","1",15164894.247381,14925.757219,86643.255
"41","1",Manhattan,"004100","1004100",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004100","4121",5913.87073980000,2058611.77685000002,"100096","0","1",15164894.247381,14925.757219,191253.014
"43","1",Manhattan,"004300","1004300",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004300","4121",5090.41972568000,1605585.00792000000,"97133","0","1",15164894.247381,14925.757219,149165.119
"45","1",Manhattan,"004500","1004500",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004500","4121",4604.74251526000,1129524.35465000011,"158393","0","1",15164894.247381,14925.757219,104937.201
"52","1",Manhattan,"005200","1005200",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005200","4165",5790.38825222000,1815428.99169000005,"193958","0","1",15164894.247381,14925.757219,168662.774
"54","1",Manhattan,"005400","1005400",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005400","4165",5588.63701127000,1809255.65822999994,"152018","0","1",15164894.247381,14925.757219,168087.106
"55.01","1",Manhattan,"005501","1005501",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005501","4121",4650.76717945000,1338496.76795000001,"190408","0","1",15164894.247381,14925.757219,124351.619
"55.02","1",Manhattan,"005502","1005502",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005502","4121",4547.01610161000,1243017.22803999996,"138854","0","1",15164894.247381,14925.757219,115481.182
"58","1",Manhattan,"005800","1005800",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005800","4165",5720.57431636000,1879679.38883000007,"186191","0","1",15164894.247381,14925.757219,174629.804
"63","1",Manhattan,"006300","1006300",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006300","4121",5802.50819179000,1918265.47759000002,"172687","0","1",15164894.247381,14925.757219,178214.501
"65","1",Manhattan,"006500","1006500",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006500","4121",6351.18177406000,2167367.11549000023,"118698","0","1",15164894.247381,14925.757219,201356.972
"67","1",Manhattan,"006700","1006700",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006700","4121",5458.85947250000,1812883.02278000000,"120964","0","1",15164894.247381,14925.757219,168424.005
"68","1",Manhattan,"006800","1006800",,Gramercy,MN0602,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006800","4165",5723.89094085000,1877720.93515000003,"146051","0","1",15164894.247381,14925.757219,174447.824
"70.01","1",Manhattan,"007001","1007001",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007001","4165",4116.82326197000,967528.06360899995,"153902","0","1",15164894.247381,14925.757219,73489.217
"70.02","1",Manhattan,"007002","1007002",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007002","4165",4036.36952209000,941181.26639400003,"143183","0","1",15164894.247381,14925.757219,87439.542
"71","1",Manhattan,"007100","1007100",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007100","4121",6603.38612647000,1774264.34210000001,"173615","0","1",15164894.247381,14925.757219,164836.234
"72","1",Manhattan,"007200","1007200",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007200","4165",5722.94380674000,1877428.79582000012,"139577","0","1",15164894.247381,14925.757219,174420.733
"73","1",Manhattan,"007300","1007300",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007300","4121",5754.13421011000,1778587.97432000004,"146964","0","1",15164894.247381,14925.757219,165237.902
"76","1",Manhattan,"007600","1007600",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061007600","4165",5717.63343742000,1873518.14596000011,"127308","0","1",15164894.247381,14925.757219,174057.447
"77","1",Manhattan,"007700","1007700",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007700","4121",5765.37214246000,1924995.85467000003,"161094","0","1",15164894.247381,14925.757219,178839.825
"78","1",Manhattan,"007800","1007800",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007800","4165",5546.86738568000,1912109.89721000008,"149915","0","1",15164894.247381,14925.757219,132176.253
"80","1",Manhattan,"008000","1008000",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061008000","4165",5682.15354559000,1855976.69852999994,"163454","0","1",15164894.247381,14925.757219,172427.794
"81","1",Manhattan,"008100","1008100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008100","4104",5683.39375249000,1875912.49867999996,"156265","0","1",15164894.247381,14925.757219,174279.806
"82","1",Manhattan,"008200","1008200",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061008200","4165",5681.26086793000,1856719.42015999998,"222273","0","1",15164894.247381,14925.757219,172496.810
"83","1",Manhattan,"008300","1008300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008300","4104",5681.51426302000,1873011.55559000000,"70986","0","1",15164894.247381,14925.757219,174010.324
"84","1",Manhattan,"008400","1008400",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061008400","4165",5690.70188955000,1862741.79820000008,"250001","0","1",15164894.247381,14925.757219,173056.328
"87","1",Manhattan,"008700","1008700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008700","4104",5579.48038550000,1780834.06535000005,"136620","0","1",15164894.247381,14925.757219,165446.664
"89","1",Manhattan,"008900","1008900",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008900","4104",5578.14059054000,1782674.05104999989,"95355","0","1",15164894.247381,14925.757219,165614.336
"91","1",Manhattan,"009100","1009100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009100","4104",5743.39332012000,1927040.12601000001,"188867","0","1",15164894.247381,14925.757219,179029.825
"92","1",Manhattan,"009200","1009200",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009200","4165",6172.97892123000,2118430.84367999993,"166734","0","1",15164894.247381,14925.757219,196810.905
"93","1",Manhattan,"009300","1009300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009300","4104",5740.25895778000,1929422.57462000009,"94441","0","1",15164894.247381,14925.757219,179251.192
"94","1",Manhattan,"009400","1009400",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061009400","4165",5738.94007408000,1646379.21084999992,"171875","0","1",15164894.247381,14925.757219,152955.388
"95","1",Manhattan,"009500","1009500",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061009500","4165",5658.97071691000,1851171.24881000002,"176944","0","1",15164894.247381,14925.757219,171981.327
"97","1",Manhattan,"009700","1009700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009700","4104",5655.10995589000,1860581.09400999988,"67218","0","1",15164894.247381,14925.757219,172855.565
"99.02","1",Manhattan,"009902","1009902",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009902","4104",8383.89303694000,2006894.84251999995,"148706","0","1",15164894.247381,14925.757219,171849.628
"100","1",Manhattan,"010000","1010000",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010000","4165",5684.21153375000,1859881.00493999990,"103417","0","1",15164894.247381,14925.757219,172790.609
"101","1",Manhattan,"010100","1010100",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061010100","4165",5701.71593196000,1891377.98652000003,"97242","0","1",15164894.247381,14925.757219,175716.724
"102","1",Manhattan,"010200","1010200",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061010200","4165",5687.80226274000,1860992.68904000008,"91157","0","1",15164894.247381,14925.757219,172893.902
"104","1",Manhattan,"010400","1010400",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061010400","4165",5693.03611742000,1864600.36942999996,"181333","0","1",15164894.247381,14925.757219,173229.083
"108.01","1",Manhattan,"010801","1010801",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010801","4165",3972.95951405000,763140.63822199998,"169293","0","1",15164894.247381,14925.757219,70898.910
"108.02","1",Manhattan,"010802","1010802",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010802","4165",3142.73680616000,617743.75491300004,"131171","0","1",15164894.247381,14925.757219,57390.944
"108.03","1",Manhattan,"010803","1010803",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010803","4165",3086.90209011000,583083.68649200001,"160111","0","1",15164894.247381,14925.757219,54170.883
"109","1",Manhattan,"010900","1010900",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061010900","4165",5703.53152525000,1891364.51328999992,"146042","0","1",15164894.247381,14925.757219,175715.498
"112.01","1",Manhattan,"011201","1011201",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011201","4165",3716.14703189000,856164.27825600002,"198750","0","1",15164894.247381,14925.757219,79541.215
"112.02","1",Manhattan,"011202","1011202",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011202","4165",3688.76232873000,839525.67302600003,"198000","0","1",15164894.247381,14925.757219,77995.414
"112.03","1",Manhattan,"011203","1011203",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061011203","4165",3682.03628269000,841193.01006799995,"204375","0","1",15164894.247381,14925.757219,78150.310
"113","1",Manhattan,"011300","1011300",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011300","4165",5699.86063926000,1890907.26841000002,"82500","0","1",15164894.247381,14925.757219,175673.044
"114.02","1",Manhattan,"011402","1011402",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011402","4108",4125.25634984000,1063547.35348999989,"176667","0","1",15164894.247381,14925.757219,98807.961
"118","1",Manhattan,"011800","1011800",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011800","4108",5524.54237872000,1903276.16598999989,"159134","0","1",15164894.247381,14925.757219,176822.267
"119","1",Manhattan,"011900","1011900",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011900","4165",5722.09072885000,1911310.68699999992,"15971","0","1",15164894.247381,14925.757219,177568.631
"120","1",Manhattan,"012000","1012000",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012000","4108",5693.86556537000,1862415.51129999990,"153086","0","1",15164894.247381,14925.757219,173026.157
"121.01","1",Manhattan,"012101","1012101",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012101","4104",3933.12523601000,959570.57603000000,"56935","0","1",15164894.247381,14925.757219,89148.066
"121.02","1",Manhattan,"012102","1012102",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012102","4104",3933.96052052000,959890.05928900000,"54735","0","1",15164894.247381,14925.757219,88921.074
"122","1",Manhattan,"012200","1012200",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012200","4108",5683.16743346000,1857829.44402999990,"231016","0","1",15164894.247381,14925.757219,172600.104
"125","1",Manhattan,"012500","1012500",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061012500","4165",5683.93714341000,1875481.30315999989,"137772","0","1",15164894.247381,14925.757219,174239.958
"126.01","1",Manhattan,"012601","1012601",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012601","4108",4209.37678480000,1015522.49459000002,"104460","0","1",15164894.247381,14925.757219,94346.274
"126.02","1",Manhattan,"012602","1012602",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012602","4108",4127.74443944000,960965.25201000005,"194650","0","1",15164894.247381,14925.757219,89277.683
"127","1",Manhattan,"012700","1012700",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012700","4104",5682.36124648000,1872371.15965000005,"145488","0","1",15164894.247381,14925.757219,173038.175
"130","1",Manhattan,"013000","1013000",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013000","4108",5807.97295431000,1918144.60556999990,"191016","0","1",15164894.247381,14925.757219,178203.672
"131","1",Manhattan,"013100","1013100",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061013100","4165",5680.12341863000,1874645.76618000004,"107018","0","1",15164894.247381,14925.757219,174162.357
"132.01","1",Manhattan,"013201","1013201",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013201","4108",4225.20832659000,839787.97446000006,"157969","0","1",15164894.247381,14925.757219,57952.433
"132.02","1",Manhattan,"013202","1013202",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013202","4108",3431.47781008000,727876.70494500000,"80132","0","1",15164894.247381,14925.757219,2323.712
"133","1",Manhattan,"013300","1013300",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013300","4104",5684.39575861000,1876670.07208000007,"111223","0","1",15164894.247381,14925.757219,174350.445
"136.01","1",Manhattan,"013601","1013601",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013601","4108",3364.50474684000,400550.31630399998,"243496","0","1",15164894.247381,14925.757219,16.901
"136.02","1",Manhattan,"013602","1013602",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013602","4108",3118.99716083000,607002.75515700004,"161100","0","1",15164894.247381,14925.757219,2363.535
"148.01","1",Manhattan,"014801","1014801",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014801","4108",3135.95092545000,559215.97959000000,"244250","0","1",15164894.247381,14925.757219,51953.522
"149","1",Manhattan,"014900","1014900",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061014900","4107",5690.75677324000,1880350.19669999997,"164779","0","1",15164894.247381,14925.757219,174692.410
"150.01","1",Manhattan,"015001","1015001",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015001","4108",3124.39323032000,556354.46036300005,"191719","0","1",15164894.247381,14925.757219,51687.678
"150.02","1",Manhattan,"015002","1015002",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015002","4108",4689.90619108000,1352304.14647000004,"250001","0","1",15164894.247381,14925.757219,125356.157
"151.01","1",Manhattan,"015101","1015101",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015101","4107",4418.89071022000,1179802.65733999992,"28191","0","1",15164894.247381,14925.757219,108449.076
"153.01","1",Manhattan,"015301","1015301",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015301","4107",3880.01113814000,934986.55194399995,"141363","0","1",15164894.247381,14925.757219,86864.175
"153.02","1",Manhattan,"015302","1015302",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015302","4107",3884.25171349000,938455.16746000003,"170804","0","1",15164894.247381,14925.757219,87186.429
"154.01","1",Manhattan,"015401","1015401",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015401","4108",3966.36283272000,763019.68687600002,"113340","0","1",15164894.247381,14925.757219,70887.751
"154.02","1",Manhattan,"015402","1015402",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015402","4108",3070.90754240000,590439.34812300000,"138413","0","1",15164894.247381,14925.757219,54854.311
"154.03","1",Manhattan,"015403","1015403",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015403","4108",2991.22048358000,555763.31320300000,"88890","0","1",15164894.247381,14925.757219,51632.763
"155.01","1",Manhattan,"015501","1015501",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015501","4107",3864.79104397000,928265.53827500006,"186116","0","1",15164894.247381,14925.757219,86239.774
"156.01","1",Manhattan,"015601","1015601",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015601","4108",4004.82445573000,791936.96494099998,"114409","0","1",15164894.247381,14925.757219,73574.298
"156.02","1",Manhattan,"015602","1015602",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061015602","4111",4524.70684771000,1169910.01639000000,"51404","0","1",15164894.247381,14925.757219,108689.601
"157","1",Manhattan,"015700","1015700",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015700","4107",5778.30928559000,1958586.74025000003,"154237","0","1",15164894.247381,14925.757219,181960.954
"158.01","1",Manhattan,"015801","1015801",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015801","4108",4692.93188472000,1353075.76215999993,"159712","0","1",15164894.247381,14925.757219,125706.471
"158.02","1",Manhattan,"015802","1015802",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061015802","4111",3116.91669601000,551587.64415399998,"92303","0","1",15164894.247381,14925.757219,51244.834
"160.01","1",Manhattan,"016001","1016001",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061016001","4108",4702.17377716000,1352632.29777999991,"250001","0","1",15164894.247381,14925.757219,125646.550
"161","1",Manhattan,"016100","1016100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016100","4107",5716.22543542000,1677359.66531000007,"132396","0","1",15164894.247381,14925.757219,155833.792
"162","1",Manhattan,"016200","1016200",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016200","4111",10087.78634410000,2927429.50858000014,"26520","0","1",15164894.247381,14925.757219,168459.750
"164","1",Manhattan,"016400","1016400",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016400","4111",5535.65489948000,1911300.53077000007,"24789","0","1",15164894.247381,14925.757219,177567.941
"165","1",Manhattan,"016500","1016500",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016500","4107",6286.35561079000,2199114.59964000015,"211888","0","1",15164894.247381,14925.757219,204307.048
"166","1",Manhattan,"016600","1016600",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016600","4111",5724.30052448000,1871913.93571999995,"44643","0","1",15164894.247381,14925.757219,173908.770
"169","1",Manhattan,"016900","1016900",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016900","4107",5751.66165621000,1937087.87968000001,"163500","0","1",15164894.247381,14925.757219,179963.679
"170","1",Manhattan,"017000","1017000",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017000","4111",5617.78174999000,1969157.88721000007,"42261","0","1",15164894.247381,14925.757219,181704.871
"171","1",Manhattan,"017100","1017100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017100","4107",6578.84264098000,2262383.01447999990,"173490","0","1",15164894.247381,14925.757219,175083.434
"172","1",Manhattan,"017200","1017200",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017200","4111",5797.26396924000,1912754.75564999995,"31068","0","1",15164894.247381,14925.757219,177703.084
"173","1",Manhattan,"017300","1017300",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017300","4107",5735.89530142000,1921881.19268000009,"122287","0","1",15164894.247381,14925.757219,178550.930
"174.01","1",Manhattan,"017401","1017401",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017401","4111",4175.33030196000,1086203.70932999998,"37990","0","1",15164894.247381,14925.757219,100912.966
"174.02","1",Manhattan,"017402","1017402",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017402","4111",3109.68354092000,547579.12672599999,"65391","0","1",15164894.247381,14925.757219,50872.444
"175","1",Manhattan,"017500","1017500",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017500","4107",6483.80365379000,2318094.02316999994,"171250","0","1",15164894.247381,14925.757219,166874.484
"177","1",Manhattan,"017700","1017700",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017700","4107",5688.50157024000,1878929.74707999988,"103065","0","1",15164894.247381,14925.757219,174560.575
