CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,B19013001,id,Station ID,area,perimeter,calculatedarea
"143","3",Brooklyn,"014300","3014300",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014300","4307",6688.23196030000,2335437.13512999984,"122344","0","1",15164894.247381,14925.757219,216970.113
"210.01","2",Bronx,"021001","2021001",,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021001","4209",7202.14398131000,2077079.84979999997,"46269","0","1",15164894.247381,14925.757219,35645.749
"2.02","1",Manhattan,"000202","1000202",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000202","4103",8568.08960738000,3315114.28500000015,"34710","0","1",15164894.247381,14925.757219,96790.215
"21","3",Brooklyn,"002100","3002100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002100","4302",12735.68791380000,5707270.12542000040,"250001","0","1",15164894.247381,14925.757219,503283.187
"387","3",Brooklyn,"038700","3038700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038700","4303",5708.76573079000,2027988.18534000008,"76150","0","1",15164894.247381,14925.757219,188407.489
"395","3",Brooklyn,"039500","3039500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039500","4304",5815.48133949000,1715478.62590999994,"52188","0","1",15164894.247381,14925.757219,159374.249
"289","3",Brooklyn,"028900","3028900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028900","4303",6580.12095378000,1784336.19678999996,"42456","0","1",15164894.247381,14925.757219,165771.373
"393","3",Brooklyn,"039300","3039300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039300","4304",6715.30748825000,2043908.71612000000,"98672","0","1",15164894.247381,14925.757219,189886.656
"36","4",Queens,"003600","4003600",,Ozone Park (North),QN0904,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081003600","4409",9384.58328417000,1937264.60661999998,"86582","0","1",15164894.247381,14925.757219,164494.063
"327","3",Brooklyn,"032700","3032700",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032700","4309",7322.09095653000,1904249.86077999999,"68611","0","1",15164894.247381,14925.757219,176906.684
"35","2",Bronx,"003500","2003500",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003500","4221",5804.92379313000,1525330.71450000000,"34185","0","1",15164894.247381,14925.757219,141709.807
"73","2",Bronx,"007300","2007300",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007300","4221",5173.76919852000,1507611.38754000003,"28166","0","1",15164894.247381,14925.757219,140063.616
"19.02","4",Queens,"001902","4001902",,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081001902","4402",5659.15661491000,1909109.97601999994,"157877","0","1",15164894.247381,14925.757219,177364.080
"475","4",Queens,"047500","4047500",,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081047500","4404",8890.14264304000,3028835.98368000006,"79631","0","1",15164894.247381,14925.757219,281315.481
"8","1",Manhattan,"000800","1000800",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000800","4103",6341.12941766000,2377774.57487000013,"28607","0","1",15164894.247381,14925.757219,208132.969
"365.02","3",Brooklyn,"036502","3036502",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036502","4316",6290.77225299000,1316867.71308999998,"47279","0","1",15164894.247381,14925.757219,122341.610
"62","1",Manhattan,"006200","1006200",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006200","4165",13027.67925000000,3167924.50673000002,"96912","0","1",15164894.247381,14925.757219,6939.415
"563.02","3",Brooklyn,"056302","3056302",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056302","4301",8186.79297601000,2050580.93544999999,"76908","0","1",15164894.247381,14925.757219,88770.251
"1032.01","4",Queens,"103201","4103201",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103201","4414",11041.27864380000,4311253.43040999956,"61229","0","1",15164894.247381,14925.757219,301737.070
"1032.02","4",Queens,"103202","4103202",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103202","4414",11703.04107260000,7674612.92879000027,"85561","0","1",15164894.247381,14925.757219,226958.534
"41","2",Bronx,"004100","2004100",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005004100","4221",6688.41253901000,1977775.59104999993,"27328","0","1",15164894.247381,14925.757219,183743.891
"43","2",Bronx,"004300","2004300",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005004300","4221",6495.64951922000,2441015.71332000010,"34890","0","1",15164894.247381,14925.757219,226780.909
"579.01","3",Brooklyn,"057901","3057901",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057901","4301",9943.27733699000,2643877.27508000005,"140781","0","1",15164894.247381,14925.757219,233267.117
"106.02","1",Manhattan,"010602","1010602",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061010602","4108",4865.59482434000,1336810.85263000010,"190685","0","1",15164894.247381,14925.757219,123837.417
"116","1",Manhattan,"011600","1011600",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011600","4108",6372.73514680000,2117552.78542000009,"90938","0","1",15164894.247381,14925.757219,120398.061
"114.01","1",Manhattan,"011401","1011401",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011401","4108",4119.00787879000,1060696.27738000010,"250001","0","1",15164894.247381,14925.757219,98543.091
"238","2",Bronx,"023800","2023800",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023800","4211",8879.55810832000,3659519.69604999991,"72198","0","1",15164894.247381,14925.757219,56166.650
"240","2",Bronx,"024000","2024000",,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024000","4211",7197.46497287000,2572874.34498000005,"76250","0","1",15164894.247381,14925.757219,200508.787
"42","1",Manhattan,"004200","1004200",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004200","4103",5673.49912382000,930411.44247999997,"163750","0","1",15164894.247381,14925.757219,86438.912
"57","1",Manhattan,"005700","1005700",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005700","4121",4761.91338205000,1159594.63235999993,"236250","0","1",15164894.247381,14925.757219,107730.921
"291","1",Manhattan,"029100","1029100",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029100","4112",5717.67943057000,2018094.02279000008,"55231","0","1",15164894.247381,14925.757219,187489.720
"335","2",Bronx,"033500","2033500",,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005033500","4208",14361.65081950000,7482812.26798000000,"107054","0","1",15164894.247381,14925.757219,146190.614
"351","2",Bronx,"035100","2035100",,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005035100","4208",13081.92356970000,6238607.00827000104,"110513","0","1",15164894.247381,14925.757219,261584.064
"238.02","1",Manhattan,"023802","1023802",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061023802","4108",10162.01138720000,2581833.88077999977,"103068","0","1",15164894.247381,14925.757219,23946.307
"238.03","1",Manhattan,"023803","1023803",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061023803","4108",5089.40908214000,1105152.94711000007,"77070","0","1",15164894.247381,14925.757219,102246.715
"20.02","5",Staten Island,"002002","5002002",,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085002002","4502",12507.74376370000,8280213.15024999902,"79333","0","1",15164894.247381,14925.757219,43494.209
"15.01","1",Manhattan,"001501","1001501",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061001501","4121",9809.17561606000,2955567.68398999982,"119293","0","1",15164894.247381,14925.757219,270047.746
"29.01","1",Manhattan,"002901","1002901",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061002901","4121",7354.63686467000,1561370.41705000005,"11406","0","1",15164894.247381,14925.757219,145057.296
"27","1",Manhattan,"002700","1002700",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002700","4103",3691.69524383000,641369.16475700005,"134583","0","1",15164894.247381,14925.757219,59587.555
"128.04","5",Staten Island,"012804","5012804",,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085012804","4502",14767.31256530000,9446184.75108000077,"84137","0","1",15164894.247381,14925.757219,8690.911
"504.01","3",Brooklyn,"050401","3050401",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050401","4307",5416.86296410000,1564161.08434000006,"139947","0","1",15164894.247381,14925.757219,145320.825
"24","1",Manhattan,"002400","1002400",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002400","4103",9497.30762376000,1863566.81727000000,"17922","0","1",15164894.247381,14925.757219,828.637
"14","4",Queens,"001400","4001400",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001400","4409",6069.77908571000,2306342.60264999978,"81034","0","1",15164894.247381,14925.757219,214267.720
"22","4",Queens,"002200","4002200",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002200","4409",5022.70023021000,1594381.78933000006,"78018","0","1",15164894.247381,14925.757219,148123.951
"18","4",Queens,"001800","4001800",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001800","4409",6204.22942191000,1914375.43788000010,"100000","0","1",15164894.247381,14925.757219,171322.984
"20","4",Queens,"002000","4002000",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002000","4409",5949.07777675000,1577804.68883000012,"87833","0","1",15164894.247381,14925.757219,146583.813
"211","1",Manhattan,"021100","1021100",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021100","4109",7629.11234284000,3738242.61053000018,"75954","0","1",15164894.247381,14925.757219,337323.344
"219","1",Manhattan,"021900","1021900",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021900","4109",7845.08055156000,3005263.72320999997,"22207","0","1",15164894.247381,14925.757219,276219.914
"53.02","3",Brooklyn,"005302","3005302",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005302","4306",27638.23278910000,8312250.02998999972,"129659","0","1",15164894.247381,14925.757219,156881.567
"367","3",Brooklyn,"036700","3036700",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036700","4316",5879.18528459000,1961097.78814999992,"66410","0","1",15164894.247381,14925.757219,182192.889
"216.01","4",Queens,"021601","4021601",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081021601","4409",8181.24644778000,2454621.66097000008,"99630","0","1",15164894.247381,14925.757219,228049.828
"99.03","1",Manhattan,"009903","1009903",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009903","4104",10607.85345230000,4533958.77440000046,"175333","0","1",15164894.247381,14925.757219,385728.743
"103","1",Manhattan,"010300","1010300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061010300","4104",5699.15381952000,1875852.82348000002,"103838","0","1",15164894.247381,14925.757219,174274.397
"111","1",Manhattan,"011100","1011100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061011100","4104",5695.54766640000,1889083.36875999998,"102297","0","1",15164894.247381,14925.757219,175503.595
"238.04","1",Manhattan,"023804","1023804",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061023804","4108",10999.52932930000,2625975.48204000015,"180677","0","1",15164894.247381,14925.757219,189117.666
"192","1",Manhattan,"019200","1019200",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019200","4111",7753.93385756000,2038683.49438000005,"16911","0","1",15164894.247381,14925.757219,47863.727
"245","1",Manhattan,"024500","1024500",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024500","4112",6448.51664749000,2284357.75798000023,"51190","0","1",15164894.247381,14925.757219,212226.782
"251","1",Manhattan,"025100","1025100",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025100","4112",5376.09013013000,1716083.59586000000,"35647","0","1",15164894.247381,14925.757219,159431.642
"291","4",Queens,"029100","4029100",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081029100","4403",7509.23050068000,2813950.59446999989,"63740","0","1",15164894.247381,14925.757219,252723.349
"293","4",Queens,"029300","4029300",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081029300","4402",6144.07164018000,1628949.05765000009,"70452","0","1",15164894.247381,14925.757219,151336.635
"499","3",Brooklyn,"049900","3049900",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049900","4301",5028.19148770000,1530256.85975999990,"101250","0","1",15164894.247381,14925.757219,142166.814
"501","3",Brooklyn,"050100","3050100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050100","4301",6239.74881067000,1857456.03193999990,"103846","0","1",15164894.247381,14925.757219,172564.818
"515","3",Brooklyn,"051500","3051500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051500","4301",6866.82075561000,2013938.66454000003,"183056","0","1",15164894.247381,14925.757219,187102.708
"409","2",Bronx,"040900","2040900",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040900","4208",15453.18971860000,12556714.86600000039,"58466","0","1",15164894.247381,14925.757219,801871.897
"421","2",Bronx,"042100","2042100",,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005042100","4207",8694.25870021000,2673341.91767999995,"52714","0","1",15164894.247381,14925.757219,248365.043
"176","5",Staten Island,"017600","5017600",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017600","4503",26056.59741100000,35698317.66570000350,"175865","0","1",15164894.247381,14925.757219,303169.391
"472","4",Queens,"047200","4047200",,Jamaica Estates-Holliswood,QN0804,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081047200","4408",10398.17189270000,5589561.62791999988,"116101","0","1",15164894.247381,14925.757219,209578.534
"115.02","2",Bronx,"011502","2011502",,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005011502","4221",7734.17277851000,3716262.02243999997,"28592","0","1",15164894.247381,14925.757219,288723.199
"922","3",Brooklyn,"092200","3092200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092200","4316",7737.11261525000,1742724.00224000006,"48095","0","1",15164894.247381,14925.757219,87887.232
"231","2",Bronx,"023100","2023100",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023100","4205",4561.29789396000,1274640.79298999999,"55179","0","1",15164894.247381,14925.757219,107153.381
"379","2",Bronx,"037900","2037900",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005037900","4205",8517.44476369000,2063169.90085999994,"35431","0","1",15164894.247381,14925.757219,188463.499
"381","2",Bronx,"038100","2038100",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038100","4205",6821.68419728000,1623054.77206999995,"36722","0","1",15164894.247381,14925.757219,150788.863
"505","4",Queens,"050500","4050500",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081050500","4405",4575.37628243000,1254233.82337999996,"97750","0","1",15164894.247381,14925.757219,61311.415
"687","4",Queens,"068700","4068700",,Rego Park,QN0601,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081068700","4406",8338.97209493000,2999985.09023999982,"68566","0","1",15164894.247381,14925.757219,278710.480
"83","2",Bronx,"008300","2008300",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008300","4221",6858.85906308000,2303688.04626999982,"50920","0","1",15164894.247381,14925.757219,214022.576
"160.02","1",Manhattan,"016002","1016002",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016002","4111",3122.68962948000,554133.19015599997,"104146","0","1",15164894.247381,14925.757219,51481.328
"168","1",Manhattan,"016800","1016800",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016800","4111",6263.40903543000,2151969.42963000014,"38281","0","1",15164894.247381,14925.757219,199927.129
"79","1",Manhattan,"007900","1007900",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007900","4121",10901.49285660000,2986116.29377999995,"127188","0","1",15164894.247381,14925.757219,233229.604
"69","1",Manhattan,"006900","1006900",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006900","4121",7531.25693655000,2362610.04716000007,"231136","0","1",15164894.247381,14925.757219,151819.885
"75","1",Manhattan,"007500","1007500",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007500","4121",7691.26070307000,1778285.53025999991,"119250","0","1",15164894.247381,14925.757219,144402.332
"141.01","3",Brooklyn,"014101","3014101",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047014101","4306",4184.63223560000,816606.78087599995,"142750","0","1",15164894.247381,14925.757219,75865.552
"141.02","3",Brooklyn,"014102","3014102",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014102","4307",4395.22670007000,970475.05376399995,"127768","0","1",15164894.247381,14925.757219,90160.424
"773","4",Queens,"077300","4077300",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081077300","4409",9420.85015643000,3012875.41251000017,"101750","0","1",15164894.247381,14925.757219,187076.643
"151","2",Bronx,"015100","2015100",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015100","4263",7590.12167593000,2253623.72757000010,"28618","0","1",15164894.247381,14925.757219,184533.080
"98","1",Manhattan,"009800","1009800",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009800","4165",5534.31984616000,1906396.56071000011,"124433","0","1",15164894.247381,14925.757219,177112.073
"86.03","1",Manhattan,"008603","1008603",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061008603","4165",4947.76621560000,1252406.90818000003,"215981","0","1",15164894.247381,14925.757219,94783.193
"90","1",Manhattan,"009000","1009000",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009000","4165",5530.99323190000,1882584.35324000008,"149063","0","1",15164894.247381,14925.757219,166481.162
"237.03","2",Bronx,"023703","2023703",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023703","4205",4924.11199283000,1071852.08422000008,"21551","0","1",15164894.247381,14925.757219,99579.728
"235.01","2",Bronx,"023501","2023501",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023501","4205",4911.68948864000,736577.68696600001,"39419","0","1",15164894.247381,14925.757219,68431.278
"235.02","2",Bronx,"023502","2023502",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023502","4205",6400.70353667000,1034853.34089999995,"49286","0","1",15164894.247381,14925.757219,96142.386
"1118","3",Brooklyn,"111800","3111800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047111800","4305",5293.80118757000,1749948.97687999997,"80467","0","1",15164894.247381,14925.757219,106552.324
"1120","3",Brooklyn,"112000","3112000",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112000","4305",5494.50682617000,1857817.18277999992,"74089","0","1",15164894.247381,14925.757219,172597.554
"709","4",Queens,"070900","4070900",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081070900","4406",7479.46710965000,2364591.16843000008,"109595","0","1",15164894.247381,14925.757219,18867.490
"711","4",Queens,"071100","4071100",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081071100","4406",12845.68517840000,3951135.96350000007,"102734","0","1",15164894.247381,14925.757219,341109.660
"163","4",Queens,"016300","4016300",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081016300","4401",7722.43389809000,2353270.04327999987,"40313","0","1",15164894.247381,14925.757219,217680.593
"295","4",Queens,"029500","4029500",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081029500","4401",7115.98063816000,1968262.68503000005,"84972","0","1",15164894.247381,14925.757219,182026.119
"136","4",Queens,"013600","4013600",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013600","4409",5973.83264719000,1632351.04303999990,"79968","0","1",15164894.247381,14925.757219,106071.010
"138","4",Queens,"013800","4013800",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013800","4409",8140.42160538000,1828864.04502999992,"100833","0","1",15164894.247381,14925.757219,130323.102
"679","4",Queens,"067900","4067900",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081067900","4405",9105.65083950000,2726931.60741999978,"60840","0","1",15164894.247381,14925.757219,29249.887
"697.02","4",Queens,"069702","4069702",,Rego Park,QN0601,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081069702","4406",8996.60255517000,4839044.78669000044,"84991","0","1",15164894.247381,14925.757219,86331.260
"162","3",Brooklyn,"016200","3016200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016200","4310",8457.82361024000,2542366.48670999985,"87446","0","1",15164894.247381,14925.757219,213829.693
"164","3",Brooklyn,"016400","3016400",,Fort Hamilton,BK1061,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016400","4310",16460.95202020000,8464620.16132999957,"136583","0","1",15164894.247381,14925.757219,67044.823
"460","2",Bronx,"046000","2046000",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005046000","4212",7510.86085926000,3096852.86321000010,"40500","0","1",15164894.247381,14925.757219,63280.167
"317.04","1",Manhattan,"031704","1031704",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061031704","4121",9120.55316084000,2411839.49232999980,"233346","0","1",15164894.247381,14925.757219,221657.545
"310","2",Bronx,"031000","2031000",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005031000","4211",10749.38730730000,6884023.25714999903,"121617","0","1",15164894.247381,14925.757219,4156.992
"356","2",Bronx,"035600","2035600",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005035600","4212",11247.06141400000,4342980.08198999986,"98523","0","1",15164894.247381,14925.757219,154657.617
"264","2",Bronx,"026400","2026400",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005026400","4210",9591.39240379000,4598804.15443999972,"70463","0","1",15164894.247381,14925.757219,416705.220
"194","2",Bronx,"019400","2019400",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005019400","4210",13967.58877700000,8674375.31811000034,"70185","0","1",15164894.247381,14925.757219,142685.078
"451.02","2",Bronx,"045102","2045102",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005045102","4212",8578.18765006000,2286399.94962000009,"93510","0","1",15164894.247381,14925.757219,63675.902
"15.01","3",Brooklyn,"001501","3001501",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001501","4302",6693.22525679000,1776325.06511000008,"94323","0","1",15164894.247381,14925.757219,163012.893
"23","3",Brooklyn,"002300","3002300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002300","4302",6287.87389857000,1961474.09875999996,"21841","0","1",15164894.247381,14925.757219,180140.355
"194","1",Manhattan,"019400","1019400",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019400","4111",5528.87200704000,1882581.73032000009,"36458","0","1",15164894.247381,14925.757219,165291.301
"242","1",Manhattan,"024200","1024200",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061024200","4111",9383.16579406000,3716549.84021000005,"31691","0","1",15164894.247381,14925.757219,345284.983
"52","2",Bronx,"005200","2005200",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005200","4209",5768.45798969000,2011352.11724000005,"29657","0","1",15164894.247381,14925.757219,186863.345
