GEOID,AmbuRatio,nonWhiteDisabilityRatio,povertyRatio
36005021502,0.0709991411394217,1.0,0.4328132101196788
36005021601,0.06061976928296765,0.8768472906403941,0.2289074869938928
36005021602,0.0769735762350238,0.95,0.18256850445691647
36005021700,0.10929063489108173,0.9287894201424212,0.34742750233863423
36005021800,0.09133101276313609,0.9393939393939394,0.29853479853479853
36005021900,0.11696522655426765,1.0,0.24620390455531455
36005022000,0.07516339869281045,1.0,0.5036354823073195
36005022101,0.08092224231464738,0.9818913480885312,0.3610413336378169
36005022102,0.06706820771609963,0.9696969696969697,0.288295621032069
36005022200,0.10186298076923077,0.9094827586206896,0.27303439803439805
36005022300,0.057829998164127046,0.9547689282202556,0.2832952815829528
36005022401,0.13522727272727272,0.8774774774774775,0.10712924132672512
36005022403,0.0733822548365577,0.8668032786885246,0.11207471647765177
36005022404,0.07841501564129301,0.823394495412844,0.12179353493222106
36005022500,0.0704937864291213,0.8955512572533849,0.27722772277227725
36005022701,0.08935907970419063,0.9804878048780488,0.31849103277674706
36005022702,0.11525189786059352,1.0,0.5127674258109041
36005022703,0.06048780487804878,1.0,0.34
36005022800,0.04496750395222203,0.9150442477876106,0.12928157386263833
36005022901,0.08458715596330275,0.9830508474576272,0.3162142333088775
36005022902,0.0588403313339046,0.8970189701897019,0.3259747706422018
36005023000,0.07573025604038947,0.8817829457364341,0.286693112152903
36005023100,0.06697009102730819,0.9156626506024097,0.2847854356306892
36005023200,0.08368376787216147,0.7625,0.25735912531539107
36005023301,0.09491025325792968,1.0,0.31268509378084897
36005023302,0.06326748531767218,0.9577777777777777,0.2733582487987186
36005023501,0.08469945355191257,0.9799554565701559,0.33060109289617484
36005023502,0.07272727272727272,1.0,0.22805836139169472
36005023600,0.03341148886283705,0.7880184331797235,0.10433763188745604
36005023702,0.039792387543252594,0.9495798319327731,0.3685121107266436
36005023703,0.08611430763329497,0.9873997709049256,0.5011618900077459
36005023704,0.08853333333333334,0.9807073954983923,0.428
36005023800,0.033205619412515965,0.6886446886446886,0.12457044673539519
36005023900,0.03979558551701642,0.9918181818181818,0.2936917169500823
36005024000,0.06448087431693988,0.8069852941176471,0.18626799557032114
36005024100,0.05405405405405406,0.9256055363321799,0.22366589327146172
36005024300,0.11517186882655077,0.9432933478735005,0.30468286899822167
36005024400,0.05239982386613826,0.6711711711711712,0.11243913235945109
36005024501,0.13911758496938992,0.9682377049180327,0.2588135951023855
36005024502,0.06532797858099063,1.0,0.28119130668097664
36005024600,0.07507360157016683,0.5454545454545454,0.140893470790378
36005024700,0.09745982374287196,1.0,0.1980300673924313
36005024800,0.0829664747714189,0.4282115869017632,0.10375126732004056
36005025000,0.0339652448657188,0.38749999999999996,0.07190833662583959
36005025100,0.06317224662929859,0.976491862567812,0.26986780124601123
36005025200,0.03326732673267327,0.6131687242798354,0.11547911547911548
36005025300,0.06684403059527769,1.0,0.2121768140116764
36005025400,0.06043956043956044,0.4098939929328622,0.15484515484515485
36005025500,0.13112272977435332,1.0,0.28587181254307376
36005025600,0.11455525606469003,0.6264367816091954,0.09097035040431267
36005025700,0.027246376811594204,0.958041958041958,0.20347826086956522
36005026100,0.08243727598566308,0.9377289377289377,0.14573643410852713
36005026300,0.07510386705017577,0.7673716012084593,0.2577500798977309
36005026400,0.03571428571428571,0.42500000000000004,0.1272392432613427
36005026500,0.0920776861813609,0.9661654135338346,0.20762772164508325
36005026601,0.11043153244988108,0.5859213250517599,0.2650356778797146
36005026602,0.19343827043428788,0.6185483870967742,0.20348947468234402
36005026701,0.04212555066079295,0.8257142857142857,0.22879955947136563
36005026702,0.051644988523335884,0.9884892086330935,0.2219086711133915
36005026900,0.15262361251261353,0.9642857142857143,0.3059395801331285
36005027300,0.062760344348792,0.8684971098265896,0.24673701749514024
36005027401,0.07274213322435635,0.30711206896551724,0.03902738046587658
36005027402,0.05068285280728376,0.2749326145552561,0.07427701674277017
36005027600,0.0,,0.2631578947368421
36005027700,0.09533121486189196,0.9411764705882353,0.3229039354681007
36005027900,0.0752599890530925,0.8615948670944088,0.1626984126984127
36005028100,0.09698996655518395,0.6411764705882352,0.06841783750763591
36005028300,0.09686221009549795,1.0,0.5649948822927329
36005028500,0.07543520309477757,0.6876006441223832,0.10931849791376913
36005028600,0.1463157894736842,0.39344262295081966,0.05789473684210526
36005028700,0.05735735735735736,0.6473684210526316,0.09882847702012616
36005028800,0.0603448275862069,0.30149253731343284,0.16379310344827586
36005028900,0.04607218683651804,0.9580093312597201,0.29830148619957536
36005029301,0.08377581120943953,0.41666666666666663,0.012979351032448377
36005029302,0.135498320268757,0.6976241900647948,0.0843598357596118
36005029500,0.07637231503579953,0.397677793904209,0.1575178997613365
36005029600,0.0656968559361802,0.8177777777777777,0.11145996860282574
36005029700,0.1489417298144761,0.29207232267037553,0.030580240460010455
36005030000,0.041309899354063394,0.5421455938697318,0.15279878971255673
36005030100,0.08670988654781199,0.4152542372881356,0.06260162601626017
36005030201,0.10732538330494037,0.8220640569395018,0.10533787620670074
36005030202,0.07335550628233554,0.9244712990936556,0.09719142645971915
36005030701,0.06713211600429646,0.18867924528301883,0.022735409953455066
36005030900,0.12216338880484115,0.08448275862068966,0.03528960490985807
36005031000,0.03971022269922189,0.5660377358490566,0.05258921384491548
36005031200,0.052417006406523005,0.5253164556962026,0.04
36005031400,0.08228460793804453,0.750788643533123,0.03049370764762827
36005031600,0.06345044572627163,0.57847533632287,0.1331934976402727
36005031800,0.07440811724915446,0.40909090909090906,0.11104847801578353
36005032300,0.12652337691114557,0.17496635262449534,0.057649667405764965
36005032400,0.06716906946264745,0.9788053949903661,0.29357798165137616
36005032600,0.06422305764411028,0.5928571428571429,0.10056390977443609
36005032800,0.10866849862603048,0.8819714656290532,0.23407444416687484
36005033000,0.10233086981239341,0.7628062360801782,0.22386058981233245
36005033201,0.10029673590504451,0.8263707571801566,0.26687847498014294
36005033202,0.15716486902927582,0.886094674556213,0.19291217257318952
36005033400,0.21052631578947367,1.0,0.07894736842105263
36005033500,0.02479757085020243,0.21678321678321677,0.16076970825574177
36005033601,0.10849150849150849,0.9126506024096386,0.43733602421796164
36005033602,0.1024428684003152,0.7430555555555556,0.17415287628053586
36005033700,0.08067030397505846,0.29048843187660667,0.04310344827586207
36005033801,0.05481874447391689,0.8154761904761905,0.1892130857648099
36005033802,0.03389830508474576,0.825,0.25728422210005497
36005034000,0.05721528154988231,0.9289340101522843,0.15511911256592106
36005034200,0.06711409395973154,0.7513227513227514,0.12515262515262515
36005034300,0.0386977886977887,0.8055555555555556,0.02457002457002457
36005034400,0.06874059207225289,0.819327731092437,0.297528996469995
36005034500,0.0669882100750268,0.6883561643835616,0.1192390139335477
36005034800,0.09102688694525429,0.88113413304253,0.26303854875283444
36005035000,0.06593406593406594,0.9398907103825137,0.0654562828475872
36005035100,0.02267987486965589,0.8990825688073394,0.09304635761589404
36005035600,0.03563270899954317,0.9269406392694064,0.09095084979329353
36005035800,0.0674720472946922,0.9589490968801314,0.12716161747497073
36005035900,0.08173418621179815,0.9695024077046549,0.5188916876574308
36005036000,0.03627287853577371,0.8076923076923077,0.05203088284659282
36005036100,0.12124955877162019,0.9977289931869796,0.5194209039548022
36005036300,0.14655956350409216,0.9625167336010709,0.4247665697229451
36005036400,0.10727199678585778,0.9933774834437086,0.07071112896745681
36005036501,0.09509056244041944,0.9805825242718447,0.30457578646329836
36005036502,0.04007707129094412,0.9559164733178654,0.39266198282591724
36005036700,0.11434426229508196,0.9508547008547008,0.36784622105723025
36005036800,0.07496711968434897,0.9532967032967032,0.24897400820793433
36005036901,0.1463173504695996,1.0,0.4186851211072664
36005036902,0.11963318049187162,0.9166666666666666,0.5593997498957899
36005037000,0.07745058491327148,0.9681528662420382,0.15490116982654295
36005037100,0.10709929251036839,1.0,0.27817333660692367
36005037200,0.0892226148409894,0.9475982532751092,0.1393188854489164
36005037300,0.1172241325414192,1.0,0.32331540651692503
36005037400,0.1085228829816388,0.9540059347181009,0.292817679558011
36005037504,0.11089601769911504,1.0,0.34098451327433627
36005037600,0.11735700197238659,0.8644578313253012,0.21400394477317555
36005037800,0.1340743313650573,0.8928,0.1975438596491228
36005037900,0.07593347976153123,0.96875,0.4095525230085687
36005038000,0.11339967600092571,0.9466484268125855,0.3993039443155452
36005038100,0.09693877551020408,0.9835728952772074,0.37927420411371676
36005038200,0.05939562348037513,0.9298701298701298,0.18181818181818182
36005038301,0.08028169014084507,1.0,0.2470730722648365
36005038303,0.1002680965147453,1.0,0.3366523143164693
36005038304,0.08933582787652011,1.0,0.5037418147801683
36005038500,0.041473801147935564,0.9766666666666667,0.594670145359672
36005038600,0.06741163609862748,0.9884009942004971,0.22021134458884975
36005038700,0.04963582411653628,0.9289340101522843,0.36648648648648646
36005038800,0.045837546343107514,0.9932659932659933,0.2568250758341759
36005038900,0.04099264705882353,0.8056680161943319,0.397610602949412
36005039000,0.06671181848967152,1.0,0.14188960379275314
36005039100,0.10018088214832337,0.7286559594251902,0.3081743489764657
36005039200,0.09613196814562003,0.972027972027972,0.149032992036405
36005039300,0.08919105784743028,0.8970487302676733,0.2617286803790155
36005039400,0.10192525481313704,0.9715639810426541,0.2785388127853881
36005039500,0.10941918642592996,0.9797178130511464,0.4111964873765093
36005039600,0.06993339676498572,0.9251700680272109,0.20214285714285715
36005039700,0.02015380535666932,0.6569920844327177,0.3462414578587699
36005039800,0.06470278800631246,0.9982014388489209,0.2708498808578237
36005039901,0.04777954004758128,0.9886363636363636,0.24712871287128713
36005039902,0.040257648953301126,0.9808429118773946,0.2055823939881911
36005040100,0.1688671209540034,0.82483781278962,0.3828007720351705
36005040302,0.10308226168605839,0.9348837209302325,0.37956503898235533
36005040303,0.07724719101123595,0.9381933438985737,0.25308785830808667
36005040304,0.06361458610593558,1.0,0.33502673796791443
36005040400,0.04682779456193353,0.9950738916256158,0.05045317220543807
36005040501,0.06795156906350383,0.9630484988452656,0.35619855325517585
36005040502,0.06076335877862595,0.9301423027166882,0.2954856361149111
36005040600,0.0946949602122016,0.8782771535580525,0.1810112963959118
36005040701,0.057283142389525366,0.8208469055374593,0.3044189852700491
36005040702,0.09712741751990898,0.9037952338923213,0.20136518771331058
36005040800,0.0910204081632653,0.9579067121729238,0.22774708410067526
36005040900,0.08439306358381503,0.7171492204899776,0.051734104046242776
36005041100,0.07329424307036247,0.9243119266055045,0.1871500933084511
36005041300,0.030384054448225572,0.9105590062111801,0.22325240941807978
36005041400,0.08209263854425145,0.592071611253197,0.08864729249425048
36005041500,0.06255553580948996,0.7834890965732088,0.2428903595063495
36005041800,0.11720954090792511,0.9219653179190751,0.16005154639175256
36005041900,0.0733174980205859,0.9244505494505495,0.3035685963521015
36005042000,0.09829650092081031,0.9896810506566605,0.4310937858289383
36005042100,0.047322540473225407,0.8800959232613909,0.2632983454901263
36005042200,0.0534965034965035,0.9136363636363636,0.07307692307692308
36005042300,0.0529500756429652,0.9388560157790927,0.22692889561270801
36005042400,0.02913800080938891,0.9612403100775194,0.08370763576970192
36005042500,0.09870880054366293,0.9381003201707577,0.21104742053152684
36005042600,0.06288388417665984,0.8777056277056277,0.09725315515961395
36005042800,0.0660377358490566,1.0,0.13883299798792756
36005042901,0.052806376619063435,0.8232931726907631,0.3036769533814839
36005042902,0.12259371833839919,0.9430555555555555,0.1753230301494806
36005043000,0.06653454133635334,1.0,0.1599660249150623
36005043101,0.14144854786661887,0.927710843373494,0.3526032315978456
36005043102,0.06274131274131274,0.9502572898799314,0.2922297297297297
36005043400,0.046122655854029394,0.9928909952606635,0.25012671059300556
36005043501,0.09233610341643583,1.0,0.4533702677746999
36005043503,0.3125,1.0,0.1875
36005043600,0.11634056054997356,0.8055555555555556,0.2162876784769963
36005044200,0.18437737763124523,0.9844074844074844,0.3884087442806304
36005044400,0.03063943161634103,1.0,0.11853832442067737
36005044800,0.0529436679373147,0.9945054945054945,0.16362090947726307
36005044901,0.05840220385674931,0.2716981132075472,0.05509641873278237
36005044902,0.09048288795124239,0.4545454545454546,0.1279887482419128
36005045101,0.046905537459283386,0.17355371900826444,0.0071661237785016286
36005045102,0.051307350764676865,0.484375,0.03996053280710409
36005045600,0.07106310403638431,0.8120950323974082,0.014212620807276862
36005045800,0.15108184383819379,0.9910313901345291,0.35428033866415803
36005046000,0.07344184200079397,0.9652996845425867,0.2663755458515284
36005046203,0.13864055626507735,0.8607594936708861,0.13806356245380635
36005046204,0.08356502934816187,0.9745649263721553,0.10472659870250231
36005046205,0.20614359733530718,0.9968253968253968,0.09400444115470022
36005046206,0.12237420615534929,0.8833333333333333,0.05691255495847582
36005046207,0.11827312247039425,0.9148936170212766,0.13251386598710838
36005046208,0.04438424671806626,0.994,0.1106480516774328
36005046209,0.09122029802658074,1.0,0.4256947241240435
36005048401,0.05995266894556929,0.9547920433996383,0.05310435931307794
36005051601,0.07525629077353216,0.43576388888888884,0.042404473438956196
36047000100,0.05367913148371532,0.26809210526315785,0.04573972879983809
36047000200,0.05213675213675214,0.9101123595505618,0.26153846153846155
36047000301,0.04806507271382795,0.22193211488250653,0.0375882946518668
36047000501,0.10875451263537907,0.23880597014925375,0.06352143077397472
36047000502,0.011175198269646719,0.06015037593984962,0.04286770140428677
36047000700,0.01764425369575584,0.19387755102040816,0.06119980648282535
36047000900,0.005777961205117622,0.28640776699029125,0.01844769403824522
36047001100,0.026957637997432605,0.7181818181818183,0.08600770218228498
36047001300,0.02511415525114155,0.20382165605095537,0.10586011342155009
36047001501,0.052808544303797465,0.8448566610455313,0.1594145569620253
36047001502,0.012382739212007506,0.8104575163398693,0.20007550018875048
36047002000,0.030542390731964193,0.8255813953488372,0.12164296998420221
36047002100,0.0021892893230043785,0.009803921568627416,0.07106769956214214
36047002200,0.12366484690244481,0.5098934550989346,0.25634939473059576
36047002300,0.19503105590062111,0.9741219963031423,0.45898234683281414
36047002901,0.11122294916960242,0.9158878504672897,0.47021222193812323
36047003000,0.0523590333716916,0.15204678362573099,0.05293440736478711
36047003101,0.03690036900369004,0.7978723404255319,0.07504488330341114
36047003300,0.046038069942452416,0.8514150943396226,0.1409915891987605
36047003400,0.1047164514317799,0.18947368421052635,0.04580369843527738
36047003500,0.05639614855570839,0.6846153846153846,0.10224667583677212
36047003600,0.08421330517423442,0.2656546489563567,0.1438753959873284
36047003700,0.03506620892594409,0.18681318681318682,0.08574277168494517
36047003800,0.04689564068692206,0.2786885245901639,0.07331571994715984
36047003900,0.04399524375743163,0.8795811518324608,0.15061434799841458
36047004100,0.03438661710037175,0.1705426356589147,0.1090458488228005
36047004300,0.04780361757105943,0.6351791530944626,0.1072463768115942
36047004400,0.03966505068312032,0.2068965517241379,0.04715733803437638
36047004500,0.01565217391304348,0.4285714285714286,0.048999710060887214
36047004600,0.06537530266343826,0.24242424242424243,0.09362389023405973
36047004700,0.044687189672293945,0.8835616438356164,0.07199602780536246
36047004900,0.016726403823178016,0.1208791208791209,0.10044017607042817
36047005000,0.05105853051058531,0.20425531914893613,0.0630967206309672
36047005100,0.015753669889008236,0.5,0.06158252774794128
36047005201,0.1869047619047619,0.38689217758985206,0.2613095238095238
36047005202,0.05414551607445008,0.04680851063829783,0.08257191201353638
36047005301,0.055697278911564625,0.6951871657754011,0.0840443686006826
36047005302,0.0,,0.043010752688172046
36047005400,0.07328385899814471,0.13978494623655913,0.07421150278293136
36047005601,0.08460678345136041,0.30272108843537415,0.12560566530003728
36047005602,0.06647398843930635,0.31999999999999995,0.03121387283236994
36047005800,0.09663728370878225,0.31421446384039897,0.06649282920469361
36047005900,0.04136833731105807,0.8941176470588236,0.10978520286396182
36047006000,0.05028954587016154,0.35540069686411146,0.05455653764096312
36047006200,0.045554739162380606,0.46073298429319376,0.1856088560885609
36047006300,0.01737905119774542,0.3647798742138365,0.06857679661813058
36047006400,0.02564858490566038,0.2408963585434174,0.16538915094339623
36047006500,0.02044382316966626,0.0,0.026389374344634745
36047006600,0.03993055555555555,0.4774011299435028,0.18971939408989322
36047006700,0.031219028741328047,0.550561797752809,0.04125248508946322
36047006800,0.08991282689912827,0.5333333333333333,0.174937343358396
36047006901,0.022838499184339316,0.13013698630136983,0.10112359550561797
36047006902,0.01384083044982699,0.13178294573643412,0.04695996045477014
36047007000,0.102504816955684,0.25396825396825395,0.06859344894026975
36047007100,0.11809153713298791,0.9154616240266963,0.25194300518134716
36047007200,0.05869200670765791,0.8833333333333333,0.25782997762863535
36047007400,0.03272856634649591,0.9732620320855615,0.22017198136868507
36047007500,0.03926864741325577,0.24857142857142855,0.07687512985663827
36047007600,0.05264235968865219,0.8905228758169934,0.1669739807416513
36047007700,0.03138854406809718,0.5773480662983426,0.04167405568363185
36047007800,0.0573928258967629,0.9016018306636155,0.20711630377057885
36047008000,0.09144960362400906,0.855072463768116,0.14877213021130783
36047008200,0.05976520811099253,0.95,0.28262610088070456
36047008400,0.07183364839319471,0.908,0.15126512651265125
36047008500,0.10192800323580962,1.0,0.48402318996899013
36047008800,0.054756195043964825,0.8328690807799443,0.09322033898305085
36047009001,0.06823351023502654,0.5354330708661417,0.13367174280879865
36047009002,0.03701067615658363,0.8270676691729324,0.1407035175879397
36047009201,0.04926108374384237,0.6302521008403361,0.2404561229548835
36047009202,0.07390817469204927,0.9540229885057472,0.21136618141097424
36047009401,0.04334085778781038,0.8100558659217877,0.4174397031539889
36047009402,0.016899577510562237,0.3107344632768362,0.1775032509752926
36047009600,0.04701208409203774,0.8683206106870229,0.19800498753117207
36047009800,0.036794648051192556,0.9801762114537445,0.24575766597201548
36047010000,0.03222918531781558,0.8539944903581267,0.16615935541629365
36047010100,0.035681610247026534,0.7243947858472999,0.13170731707317074
36047010200,0.020459370777842115,0.7859649122807018,0.2126537785588752
36047010401,0.029033793431699192,1.0,0.27153920619554694
36047010402,0.011262318160488035,1.0,0.492176386913229
36047010601,0.017167381974248927,1.0,0.36566523605150214
36047010602,0.03817132711939636,1.0,0.2041722148246782
36047010801,0.018798955613577025,0.7524752475247525,0.22297650130548302
36047010802,0.04578904333605887,0.55,0.3286999182338512
36047011000,0.025524907369287773,0.9508196721311475,0.15423092955398082
36047011200,0.05340852546027534,0.5031446540880503,0.25941283794990877
36047011400,0.00871132472213878,0.1703703703703704,0.3078087167070218
36047011600,0.04364608076009501,0.8598130841121495,0.28859857482185275
36047011700,0.05426098535286285,0.6047197640117994,0.12096500169894665
36047011800,0.055924695459579184,0.6641221374045801,0.18660022148394242
36047011901,0.047519217330538085,0.7767857142857143,0.10091743119266056
36047012000,0.004105090311986864,0.9428571428571428,0.1893687707641196
36047012100,0.029185867895545316,0.3008849557522124,0.09575012800819252
36047012200,0.021030291337063477,0.9228187919463087,0.2770596179818638
36047012600,0.028528528528528527,0.6564102564102564,0.25262762762762764
36047012700,0.11051930758988016,0.9079861111111112,0.1409714889123548
36047012801,0.08076923076923077,0.806366047745358,0.24134615384615385
36047012901,0.010328997704667177,0.5742574257425743,0.06079261254328588
36047012902,0.029450261780104712,0.6008583690987124,0.10921613643817644
36047013000,0.07387862796833773,0.2953367875647669,0.12035721534402273
36047013100,0.05780508237922368,0.8956743002544529,0.07802013422818792
36047013200,0.0717741935483871,0.31272727272727274,0.19515151515151516
36047013300,0.008855435023245517,0.32065217391304346,0.02334370831480658
36047013400,0.04770684489513713,0.27738927738927743,0.10767441860465116
36047013500,0.034629861982434125,0.4521276595744681,0.027854454203262234
36047013600,0.0435878054925674,0.45565749235474007,0.0845959595959596
36047013700,0.031396713615023476,0.5951557093425606,0.06044284859365649
