CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,DepArea,NormalArea,GEO_ID_x,S1701_C01_001E,S1701_C01_013E,S1701_C01_014E,S1701_C01_015E,S1701_C01_016E,S1701_C01_017E,S1701_C01_018E,S1701_C01_019E,S1701_C01_020E,S1701_C01_021E,S1701_C01_022E,S1701_C01_023E,S1701_C01_024E,S1701_C01_025E,S1701_C01_026E,S1701_C01_038E,S1701_C01_039E,S1701_C01_040E,S1701_C01_041E,S1701_C01_042E,S1701_C01_043E,S1701_C01_044E,S1701_C01_045E,S1701_C02_001E,S1701_C02_013E,S1701_C02_014E,S1701_C02_015E,S1701_C02_016E,S1701_C02_017E,S1701_C02_018E,S1701_C02_019E,S1701_C02_020E,S1701_C02_021E,S1701_C02_022E,S1701_C02_023E,S1701_C02_024E,S1701_C02_025E,S1701_C02_026E,S1701_C02_038E,S1701_C02_039E,S1701_C02_040E,S1701_C02_041E,S1701_C02_042E,S1701_C02_043E,S1701_C02_044E,S1701_C02_045E,GEO_ID_y,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,GEO_ID,S1810_C01_001E,S1810_C01_004E,S1810_C01_005E,S1810_C01_006E,S1810_C01_007E,S1810_C01_008E,S1810_C01_009E,S1810_C01_010E,S1810_C01_011E,S1810_C01_012E,S1810_C01_013E,S1810_C01_014E,S1810_C01_015E,S1810_C01_016E,S1810_C01_017E,S1810_C01_018E,S1810_C01_019E,S1810_C01_029E,S1810_C01_039E,S1810_C01_047E,S1810_C01_048E,S1810_C01_049E,S1810_C01_050E,S1810_C01_051E,S1810_C01_052E,S1810_C01_053E,S1810_C01_054E,S1810_C01_055E,S1810_C01_063E,S1810_C02_001E,S1810_C02_004E,S1810_C02_005E,S1810_C02_006E,S1810_C02_007E,S1810_C02_008E,S1810_C02_009E,S1810_C02_010E,S1810_C02_011E,S1810_C02_012E,S1810_C02_019E,S1810_C02_029E,S1810_C02_039E,S1810_C02_047E,S1810_C02_048E,S1810_C02_049E,S1810_C02_050E,S1810_C02_051E,S1810_C02_052E,S1810_C02_053E,S1810_C02_054E,S1810_C02_055E,S1810_C02_063E,DepRatio,NormalRatio,dep_S1810_C01_001E,nor_S1810_C01_001E,dep_S1810_C02_001E,nor_S1810_C02_001E,dep_S1810_C02_047E,nor_S1810_C02_047E,dep_S1810_C02_004E,nor_S1810_C02_004E,dep_S1810_C02_005E,nor_S1810_C02_005E,dep_S1810_C02_006E,nor_S1810_C02_006E,dep_S1810_C02_007E,nor_S1810_C02_007E,dep_S1810_C02_008E,nor_S1810_C02_008E,dep_S1810_C02_009E,nor_S1810_C02_009E,dep_S1810_C02_010E,nor_S1810_C02_010E,dep_S1810_C02_011E,nor_S1810_C02_011E,dep_S1810_C02_012E,nor_S1810_C02_012E,dep_S1701_C01_001E,nor_S1701_C01_001E,dep_S1701_C02_001E,nor_S1701_C02_001E,dep_S1701_C02_013E,nor_S1701_C02_013E,dep_S1701_C02_014E,nor_S1701_C02_014E,dep_S1701_C02_015E,nor_S1701_C02_015E,dep_S1701_C02_016E,nor_S1701_C02_016E,dep_S1701_C02_017E,nor_S1701_C02_017E,dep_S1701_C02_018E,nor_S1701_C02_018E,dep_S1701_C02_019E,nor_S1701_C02_019E,dep_S1701_C02_020E,nor_S1701_C02_020E,dep_S1701_C02_021E,nor_S1701_C02_021E,dep_S1901_C01_001E,nor_S1901_C01_001E,dep_S1901_C01_002E,nor_S1901_C01_002E,dep_S1901_C01_003E,nor_S1901_C01_003E,dep_S1901_C01_004E,nor_S1901_C01_004E,dep_S1901_C01_005E,nor_S1901_C01_005E,dep_S1901_C01_006E,nor_S1901_C01_006E,dep_S1901_C01_007E,nor_S1901_C01_007E,dep_S1901_C01_008E,nor_S1901_C01_008E,dep_S1901_C01_009E,nor_S1901_C01_009E,dep_S1901_C01_010E,nor_S1901_C01_010E,dep_S1901_C01_011E,nor_S1901_C01_011E,dep_S1901_C01_013E,nor_S1901_C01_013E
271.0,3.0,Brooklyn,27100.0,3027100.0,,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),36047027100,4303.0,9428.0772488,2660204.62183,771921.417,2660204.622,1400000US36047027100,3677,733,2425,0,343,0,19,157,354,643,2488,303,625,561,999,233,591,662,1026,1026,1526,2030,2361,502,65,366,0,19,0,0,52,30,57,379,110,192,48,29,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027100,1373,13.3,3.0,9.1,0.0,9.4,11.7,6.0,20.7,8.4,18.5,96016,118366,1400000US36047027100,3677,733,2425,0,343,0,19,157,643,354,244,643,1200,1256,256,78,,,,,643,2456,1200,1256,334,256,78,,,421,0,361,0,0,0,15,45,0,34,13,90,147,249,0,115,7,108,134,76,58,109,140,0.2901736996716373,1.0000000000639049,1066.9686936926105,3677.0000002349784,122.16312756175931,421.00000002690393,72.2532512182377,249.00000001591232,0.0,0.0,104.75270558146107,361.0000000230697,0.0,0.0,0.0,0.0,0.0,0.0,4.35260549507456,15.000000000958574,13.057816485223679,45.00000000287572,0.0,0.0,9.865905788835668,34.00000000217277,1066.9686936926105,3677.0000002349784,145.66719723516192,502.00000003208027,18.861290478656425,65.00000000415382,106.20357407981925,366.0000000233892,0.0,0.0,5.513300293761109,19.000000001214193,0.0,0.0,0.0,0.0,15.08903238292514,52.00000000332305,8.70521099014912,30.000000001917147,16.539900881283327,57.000000003642576,398.408489649158,1373.0000000877415,3.8593102056327764,13.300000000849936,0.8705210990149119,3.0000000001917146,2.6405806670118994,9.100000000581534,0.0,0.0,2.727632776913391,9.400000000600706,3.3950322861581563,11.700000000747686,1.7410421980298239,6.000000000383429,6.006595583202892,20.70000000132283,2.4374590772417535,8.400000000536801,5.36821344392529,18.50000000118224,34346.70013533302,118366.00000756416
272.0,3.0,Brooklyn,27200.0,3027200.0,,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),36047027200,4311.0,7299.79762729,1422363.35022,821024.585,1074875.24,1400000US36047027200,3980,1970,0,0,1248,0,641,121,1217,1504,2962,855,922,540,645,386,1114,1202,1719,1778,2309,3027,3212,910,645,0,0,18,0,237,10,237,645,527,190,78,176,83,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027200,1386,8.1,2.1,13.7,6.6,3.8,17.5,13.1,19.0,3.4,12.6,64286,130605,1400000US36047027200,3980,1970,0,0,1248,0,641,121,1504,1217,307,547,854,1529,343,400,,,,,547,2383,854,1529,743,343,400,,,528,326,0,0,175,0,27,0,326,27,30,63,206,326,0,50,0,50,276,64,212,79,420,0.5772256328687113,0.7556966648738149,2297.358018817471,3007.6727261977835,304.77513415467956,399.00783905337425,188.17555631519988,246.35711274886367,188.17555631519988,246.35711274886367,0.0,0.0,0.0,0.0,101.01448575202448,132.24691635291762,0.0,0.0,15.585092087455205,20.403809951593004,0.0,0.0,188.17555631519988,246.35711274886367,15.585092087455205,20.403809951593004,2297.358018817471,3007.6727261977835,525.2753259105273,687.6839650351716,372.3105332003188,487.42434884361063,0.0,0.0,0.0,0.0,10.390061391636804,13.602539967728669,0.0,0.0,136.8024749898846,179.10010957509414,5.772256328687114,7.5569666487381495,136.8024749898846,179.10010957509414,372.3105332003188,487.42434884361063,800.0347271560339,1047.3955775151076,4.675527626236561,6.121142985477901,1.2121738290242938,1.5869629962350114,7.907991170301345,10.353044308771263,3.8096891769334946,4.987597988167178,2.193457404901103,2.8716473265204967,10.101448575202449,13.22469163529176,7.561655790580118,9.899626309846976,10.967287024505515,14.358236632602484,1.9625671517536185,2.5693686605709707,7.2730429741457625,9.521777977410068,75388.55378081804,98697.76291584459
273.0,3.0,Brooklyn,27300.0,3027300.0,,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),36047027300,4303.0,5273.31394926,1611451.02047,330899.69,1611451.02,1400000US36047027300,3957,658,2985,0,66,0,28,220,73,633,3000,235,796,687,1282,330,596,1007,1091,1135,1282,2316,2807,492,198,221,0,24,0,0,49,25,173,350,35,162,3,150,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027300,1440,6.5,6.6,6.4,4.7,7.4,8.9,12.8,24.2,7.2,15.3,95735,115370,1400000US36047027300,3957,658,2985,0,66,0,28,220,633,73,203,551,1205,1399,341,258,,,,,551,2604,1205,1399,599,341,258,,,511,50,406,0,11,0,0,44,50,20,134,75,125,263,0,60,0,60,203,115,88,88,200,0.20534269164661853,0.9999999997083373,812.5410308456695,3956.999998845891,104.93011543142207,510.99999985096036,54.005127903060675,262.9999999232927,10.267134582330927,49.99999998541686,83.36913280852713,405.9999998815849,0.0,0.0,2.2587696081128037,10.999999996791711,0.0,0.0,0.0,0.0,9.035078432451215,43.999999987166845,10.267134582330927,49.99999998541686,4.10685383293237,19.999999994166746,812.5410308456695,3956.999998845891,101.02860429013631,491.999999856502,40.65785294603047,197.99999994225078,45.380734853902695,220.99999993554255,0.0,0.0,4.9282245995188445,23.999999993000095,0.0,0.0,0.0,0.0,10.061791890684308,48.99999998570853,5.1335672911654635,24.99999999270843,35.524285654865004,172.99999994954234,295.6934759711307,1439.9999995800058,1.3347274957030204,6.499999998104192,1.3552617648676821,6.599999998075026,1.3141932265383587,6.399999998133359,0.9651106507391072,4.699999998629186,1.5195359181849772,7.399999997841697,1.827549955654905,8.899999997404203,2.6283864530767174,12.799999996266719,4.969293137848168,24.199999992941763,1.4784673798556534,7.199999997900028,3.1417431821932635,15.299999995537561,23690.38633527038,115369.99996635088
274.0,3.0,Brooklyn,27400.0,3027400.0,,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),36047027400,4311.0,6175.27619858,1758627.16094,1749823.516,1749823.516,1400000US36047027400,3399,1287,37,0,1716,0,175,184,217,1238,2471,1096,419,419,537,354,596,774,1307,1307,2004,2464,2696,516,252,12,0,200,0,20,32,24,228,300,75,81,73,71,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027400,943,11.2,0.0,6.5,4.6,24.7,14.2,2.2,13.4,12.3,10.9,51738,86997,1400000US36047027400,3447,1287,37,0,1716,0,223,184,1238,217,79,540,708,1247,382,491,,,,,540,1955,708,1247,873,382,491,,,603,175,0,0,428,0,0,0,152,23,150,42,160,461,0,66,10,56,395,33,362,119,474,0.9949940242391716,0.9949940242391716,3429.7444015524247,3429.7444015524247,599.9813966162204,599.9813966162204,458.6922451742581,458.6922451742581,174.12395424185502,174.12395424185502,0.0,0.0,0.0,0.0,425.85744237436546,425.85744237436546,0.0,0.0,0.0,0.0,0.0,0.0,151.2390916843541,151.2390916843541,22.88486255750095,22.88486255750095,3381.9846883889445,3381.9846883889445,513.4169165074126,513.4169165074126,250.73849410827125,250.73849410827125,11.939928290870059,11.939928290870059,0.0,0.0,198.99880484783432,198.99880484783432,0.0,0.0,19.89988048478343,19.89988048478343,31.83980877565349,31.83980877565349,23.879856581740118,23.879856581740118,226.8586375265311,226.8586375265311,938.2793648575388,938.2793648575388,11.143933071478722,11.143933071478722,0.0,0.0,6.467461157554616,6.467461157554616,4.576972511500189,4.576972511500189,24.576352398707538,24.576352398707538,14.128915144196236,14.128915144196236,2.1889868533261776,2.1889868533261776,13.3329199248049,13.3329199248049,12.238426498141811,12.238426498141811,10.84543486420697,10.84543486420697,86561.49512673522,86561.49512673522
275.0,3.0,Brooklyn,27500.0,3027500.0,,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),36047027500,4303.0,5390.78759809,1743574.46279,1179734.625,1380261.806,1400000US36047027500,4671,773,3156,0,148,0,240,354,527,644,3906,314,1292,697,1603,722,1146,1175,1387,1405,1914,3002,3449,944,112,695,0,10,0,48,79,118,102,720,103,395,110,112,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027500,1831,13.0,2.5,3.2,6.1,1.3,17.7,19.1,18.4,7.8,10.9,85466,106280,1400000US36047027500,4681,773,3166,0,148,0,240,354,644,527,167,389,1709,1885,345,186,,,,,389,3594,1709,1885,531,345,186,,,511,13,443,0,11,0,0,44,0,80,22,59,197,348,0,259,12,247,89,22,67,31,96,0.676618435390614,0.7916276794920241,3167.250896063464,3705.6091677021645,345.75202048460375,404.5217442204243,235.46321551593365,275.4864324632244,8.796039660077982,10.291159833396312,299.741966878042,350.69106201496663,0.0,0.0,7.442802789296754,8.707904474412265,0.0,0.0,0.0,0.0,29.771211157187015,34.83161789764906,0.0,0.0,54.12947483124911,63.330214359361925,3160.484711709558,3697.6928909072444,638.7278030087396,747.2965294404707,75.78126476374877,88.6623001031067,470.2498125964767,550.1812372469567,0.0,0.0,6.766184353906139,7.916276794920241,0.0,0.0,32.47768489874947,37.998128615617155,53.452856395858504,62.5385866798699,79.84097537609244,93.41206618005884,69.01508040984262,80.74602330818645,1238.8883552002142,1449.470281149896,8.796039660077982,10.291159833396312,1.6915460884765348,1.9790691987300602,2.1651789932499645,2.533208574374477,4.127372455882745,4.8289288449013466,0.8796039660077981,1.0291159833396313,11.976146306413867,14.011809927008825,12.923412115960728,15.12008867829766,12.449779211187296,14.565949302653241,5.277623796046789,6.174695900037787,7.375140945757693,8.628741706463062,71911.00731331445,84134.18977641231
276.0,3.0,Brooklyn,27600.0,3027600.0,,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),36047027600,4311.0,6258.67839349,1607864.54405,1607864.544,1607864.544,1400000US36047027600,3708,1316,30,0,1446,0,546,370,836,1174,2562,716,666,515,665,125,1211,1599,1908,1966,2720,2952,3209,621,207,0,0,29,0,376,9,275,207,281,96,68,28,89,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027600,1348,0.7,6.2,10.7,6.8,18.0,29.2,12.2,6.9,2.5,6.9,60652,71413,1400000US36047027600,3740,1325,30,0,1446,0,569,370,1183,836,310,629,576,1685,312,228,,,,,629,2261,576,1685,540,312,228,,,263,144,0,0,104,0,0,15,144,15,16,33,72,207,0,87,0,87,120,71,49,76,163,0.9999999999689029,0.9999999999689029,3739.9999998836965,3739.9999998836965,262.9999999918215,262.9999999918215,206.9999999935629,206.9999999935629,143.99999999552202,143.99999999552202,0.0,0.0,0.0,0.0,103.9999999967659,103.9999999967659,0.0,0.0,0.0,0.0,14.999999999533543,14.999999999533543,143.99999999552202,143.99999999552202,14.999999999533543,14.999999999533543,3707.999999884692,3707.999999884692,620.9999999806887,620.9999999806887,206.9999999935629,206.9999999935629,0.0,0.0,0.0,0.0,28.999999999098183,28.999999999098183,0.0,0.0,375.9999999883075,375.9999999883075,8.999999999720126,8.999999999720126,274.9999999914483,274.9999999914483,206.9999999935629,206.9999999935629,1347.9999999580812,1347.9999999580812,0.6999999999782319,0.6999999999782319,6.199999999807198,6.199999999807198,10.69999999966726,10.69999999966726,6.79999999978854,6.79999999978854,17.999999999440252,17.999999999440252,29.199999999091965,29.199999999091965,12.199999999620614,12.199999999620614,6.89999999978543,6.89999999978543,2.4999999999222573,2.4999999999222573,6.89999999978543,6.89999999978543,71412.99999777926,71412.99999777926
277.0,3.0,Brooklyn,27700.0,3027700.0,,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),36047027700,4303.0,5391.76561111,1745688.01555,255454.753,255454.753,1400000US36047027700,4195,661,3084,0,10,0,200,240,460,561,2850,390,581,664,1215,411,1194,1502,1753,1753,2235,2687,3243,867,51,636,0,0,0,109,71,138,51,542,155,95,229,63,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027700,1586,6.6,6.0,12.5,6.3,9.0,16.0,10.3,11.0,15.4,6.9,67926,86384,1400000US36047027700,4195,661,3084,0,10,0,200,240,561,460,290,710,1254,1645,197,99,,,,,710,2899,1254,1645,296,197,99,,,572,89,392,0,0,0,49,42,89,49,16,153,259,394,0,197,24,173,197,132,65,166,293,0.14633471200151185,0.14633471200151185,613.8741168463422,613.8741168463422,83.70345526486479,83.70345526486479,57.65587652859567,57.65587652859567,13.023789368134555,13.023789368134555,57.36320710459265,57.36320710459265,0.0,0.0,0.0,0.0,0.0,0.0,7.170400888074081,7.170400888074081,6.146057904063498,6.146057904063498,13.023789368134555,13.023789368134555,7.170400888074081,7.170400888074081,613.8741168463422,613.8741168463422,126.87219530531078,126.87219530531078,7.463070312077105,7.463070312077105,93.06887683296154,93.06887683296154,0.0,0.0,0.0,0.0,0.0,0.0,15.950483608164792,15.950483608164792,10.38976455210734,10.38976455210734,20.194190256208636,20.194190256208636,7.463070312077105,7.463070312077105,232.0868532343978,232.0868532343978,0.9658090992099782,0.9658090992099782,0.8780082720090712,0.8780082720090712,1.829183900018898,1.829183900018898,0.9219086856095247,0.9219086856095247,1.3170124080136068,1.3170124080136068,2.3413553920241896,2.3413553920241896,1.5072475336155722,1.5072475336155722,1.6096818320166304,1.6096818320166304,2.2535545648232826,2.2535545648232826,1.0097095128104319,1.0097095128104319,12640.9777615386,12640.9777615386
278.0,3.0,Brooklyn,27800.0,3027800.0,,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),36047027800,4311.0,6104.40787558,1727742.16837,1587633.984,1727742.168,1400000US36047027800,3124,1331,124,0,1451,0,190,28,268,1282,2202,428,672,488,614,41,695,792,1126,1148,1606,1934,2366,377,111,0,0,266,0,0,0,0,111,254,84,47,31,92,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027800,1149,1.0,5.3,7.9,5.4,14.7,21.8,7.4,16.1,12.5,7.7,66113,92131,1400000US36047027800,3124,1331,124,0,1451,0,190,28,1282,268,142,519,911,1067,210,275,,,,,519,1978,911,1067,485,210,275,,,368,298,0,0,70,0,0,0,298,0,109,73,58,194,0,7,0,7,187,24,163,49,163,0.9189067750182991,0.9999999997858476,2870.6647651571666,3123.999999330988,338.15769320673405,367.99999992119194,178.26791435355003,193.99999995845445,273.83421895545314,297.9999999361826,0.0,0.0,0.0,0.0,64.32347425128094,69.99999998500934,0.0,0.0,0.0,0.0,0.0,0.0,273.83421895545314,297.9999999361826,0.0,0.0,2870.6647651571666,3123.999999330988,346.42785418189874,376.99999991926455,101.9986520270312,110.99999997622909,0.0,0.0,0.0,0.0,244.42920215486757,265.99999994303545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.9986520270312,110.99999997622909,1055.8238844960256,1148.999999753939,0.9189067750182991,0.9999999997858476,4.8702059075969855,5.299999998864992,7.259363522644563,7.899999998308196,4.9620965850988155,5.399999998843578,13.507929592768996,14.69999999685196,20.032167695398922,21.79999999533148,6.799910135135414,7.3999999984152725,14.794399077794617,16.09999999655215,11.48633468772874,12.499999997323096,7.075582167640903,7.699999998351027,84659.80008921091,92130.99998026993
279.0,3.0,Brooklyn,27900.0,3027900.0,,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),36047027900,4303.0,5389.74561138,1743088.08863,6028.396,6028.396,1400000US36047027900,3706,1142,1999,16,121,0,34,394,596,1104,2726,353,503,539,1331,687,1054,1054,1289,1383,1872,2216,2524,835,178,468,0,40,0,34,115,266,160,424,183,43,100,98,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047027900,1684,4.8,6.1,6.7,10.8,12.6,14.3,6.3,20.0,7.3,11.2,65433,116966,1400000US36047027900,3706,1142,1999,16,121,0,34,394,1104,596,132,450,1262,1475,255,132,,,,,450,2737,1262,1475,387,255,132,,,284,88,196,0,0,0,0,0,87,1,14,148,64,99,0,41,41,0,58,1,57,87,132,0.0034584574579578976,0.0034584574579578976,12.817043339191969,12.817043339191969,0.9822019180600429,0.9822019180600429,0.3423872883378319,0.3423872883378319,0.304344256300295,0.304344256300295,0.6778576617597479,0.6778576617597479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30088579884233707,0.30088579884233707,0.0034584574579578976,0.0034584574579578976,12.817043339191969,12.817043339191969,2.8878119773948443,2.8878119773948443,0.6156054275165058,0.6156054275165058,1.618558090324296,1.618558090324296,0.0,0.0,0.1383382983183159,0.1383382983183159,0.0,0.0,0.11758755357056852,0.11758755357056852,0.3977226076651582,0.3977226076651582,0.9199496838168008,0.9199496838168008,0.5533531932732636,0.5533531932732636,5.8240423592010995,5.8240423592010995,0.016600595798197906,0.016600595798197906,0.021096590493543173,0.021096590493543173,0.023171664968317914,0.023171664968317914,0.0373513405459453,0.0373513405459453,0.04357656397026951,0.04357656397026951,0.049455941648797935,0.049455941648797935,0.021788281985134755,0.021788281985134755,0.06916914915915795,0.06916914915915795,0.02524673944309265,0.02524673944309265,0.03873472352912845,0.03873472352912845,404.52193502750345,404.52193502750345
280.0,3.0,Brooklyn,28000.0,3028000.0,,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),36047028000,4311.0,6067.52343234,1494252.23922,873584.861,873584.861,1400000US36047028000,1828,790,90,0,714,0,215,19,400,695,1370,336,382,175,477,77,142,165,318,513,914,1270,1387,117,89,4,0,22,0,0,2,2,88,90,22,28,10,30,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047028000,631,4.8,0.0,6.5,7.0,12.5,16.3,14.9,19.7,8.1,10.3,84076,100750,1400000US36047028000,1828,790,90,0,714,0,215,19,695,400,68,243,380,850,173,114,,,,,243,1230,380,850,287,173,114,,,129,95,0,0,34,0,0,0,94,1,23,34,51,95,0,15,4,11,80,20,60,46,71,0.584630116703731,0.584630116703731,1068.7038533344203,1068.7038533344203,75.4172850547813,75.4172850547813,55.539861086854444,55.539861086854444,55.539861086854444,55.539861086854444,0.0,0.0,0.0,0.0,19.877423967926855,19.877423967926855,0.0,0.0,0.0,0.0,0.0,0.0,54.955230970150716,54.955230970150716,0.584630116703731,0.584630116703731,1068.7038533344203,1068.7038533344203,68.40172365433652,68.40172365433652,52.03208038663206,52.03208038663206,2.338520466814924,2.338520466814924,0.0,0.0,12.861862567482081,12.861862567482081,0.0,0.0,0.0,0.0,1.169260233407462,1.169260233407462,1.169260233407462,1.169260233407462,51.447450269928325,51.447450269928325,368.90160364005425,368.90160364005425,2.8062245601779088,2.8062245601779088,0.0,0.0,3.8000957585742516,3.8000957585742516,4.092410816926117,4.092410816926117,7.307876458796637,7.307876458796637,9.529470902270816,9.529470902270816,8.710988738885591,8.710988738885591,11.517213299063501,11.517213299063501,4.735503945300221,4.735503945300221,6.02169020204843,6.02169020204843,58901.4842579009,58901.4842579009
281.0,3.0,Brooklyn,28100.0,3028100.0,,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),36047028100,4303.0,5389.33857657,1743468.24279,510622.973,909976.089,1400000US36047028100,5125,808,2854,68,160,0,527,708,1432,667,3071,613,1055,443,960,690,1969,2707,2919,3141,3625,4124,4452,1554,193,880,0,27,0,213,241,548,75,649,179,336,73,61,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047028100,1818,9.4,7.6,6.0,19.3,13.7,7.8,10.1,14.2,7.9,4.0,43176,69530,1400000US36047028100,5192,808,2921,68,160,0,527,708,667,1467,565,781,1837,1550,394,65,,,,,781,3387,1837,1550,459,394,65,,,588,25,193,0,28,0,111,231,0,338,61,69,296,365,53,200,28,172,112,52,60,53,117,0.29287770231069493,0.5219344216696502,1520.6210303971282,2709.8835173088237,172.2120889586886,306.8974399417543,106.90036134340365,190.50606390942232,7.321942557767374,13.048360541741255,56.52539654596412,100.7333433822425,0.0,0.0,8.200575664699459,14.614163806750206,0.0,0.0,32.50942495648714,57.934720805331175,67.65474923377053,120.56685140568919,0.0,0.0,98.99266338101489,176.41383452434178,1500.9982243423115,2674.913911056957,455.1319493908199,811.0860912746364,56.52539654596412,100.7333433822425,257.7323780334115,459.3022910692922,0.0,0.0,7.907697962388763,14.092229385080556,0.0,0.0,62.38295059217802,111.17203181563549,70.58352625687748,125.7861956223857,160.49698086626083,286.02006307496833,21.96582767330212,39.14508162522377,532.4516628008433,948.8767785954241,2.7530504017205324,4.906183563694712,2.2258705375612813,3.9667016046893413,1.7572662138641695,3.1316065300179012,5.652539654596413,10.07333433822425,4.01242452165652,7.150501576874207,2.2844460780234206,4.071088489023271,2.9580647933380186,5.271537658863467,4.158863372811868,7.411468787709032,2.3137338482544902,4.1232819311902364,1.1715108092427797,2.087737686678601,20363.78664166262,36290.100338690776
282.0,3.0,Brooklyn,28200.0,3028200.0,,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),36047028200,4311.0,6197.33279793,1811479.7295,1078204.344,1105294.272,1400000US36047028200,3092,1396,239,11,1251,0,104,91,173,1349,2346,577,601,401,767,125,531,712,811,829,1760,2245,2580,439,135,58,0,232,0,0,14,0,135,279,91,64,0,124,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047028200,1236,5.8,9.4,7.0,7.4,18.2,14.6,9.5,11.7,7.8,8.7,51646,83288,1400000US36047028200,3092,1396,239,11,1251,0,104,91,1349,173,106,344,743,1053,426,420,,,,,344,1796,743,1053,846,426,420,,,421,266,1,0,128,0,17,9,246,37,173,172,115,144,0,11,0,11,133,52,81,75,94,0.5952064085738367,0.6101609937998482,1840.378215310303,1886.6177928291306,250.58189800958525,256.8777783897361,85.70972283463249,87.86318310717814,158.32490468064054,162.30282435075964,0.5952064085738367,0.6101609937998482,0.0,0.0,76.1864202974511,78.10060720638057,0.0,0.0,10.118508945755224,10.37273689459742,5.35685767716453,5.491448944198634,146.42077650916383,150.09960447476266,22.022637117231955,22.575956770594384,1840.378215310303,1886.6177928291306,261.2956133639143,267.8606762781334,80.35286515746795,82.37173416297951,34.521971697282524,35.3893376403912,0.0,0.0,138.0878867891301,141.5573505615648,0.0,0.0,0.0,0.0,8.332889720033712,8.542253913197875,0.0,0.0,80.35286515746795,82.37173416297951,735.6751209972621,754.1589883366124,3.4521971697282527,3.5389337640391196,5.594940240594065,5.7355133417185735,4.166444860016856,4.271126956598938,4.404527423446392,4.515191354118877,10.832756636043827,11.104930087157237,8.690013565178015,8.908350509477783,5.654460881451448,5.796529441098558,6.963914980313889,7.138883627458224,4.642609986875926,4.759255751638816,5.178295754592378,5.308400646058679,49573.55135729771,50819.08885160176
