CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"797.02","4",Queens,"079702","4079702",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081079702","4407",8426.37009167000,3075801.50351000018
"799","4",Queens,"079900","4079900",,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081079900","4407",7817.63575927000,3090324.21604999993
"803.01","4",Queens,"080301","4080301",,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081080301","4407",10724.16010510000,3400298.64369999990
"803.02","4",Queens,"080302","4080302",,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081080302","4407",14906.26067110000,4732483.53120999970
"818","4",Queens,"081800","4081800",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081081800","4410",9788.86030964000,4045500.88783999998
"837","4",Queens,"083700","4083700",,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081083700","4407",13839.34497680000,8398314.32726999931
"838","4",Queens,"083800","4083800",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081083800","4410",10555.32385380000,5332408.36509000044
"840","4",Queens,"084000","4084000",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081084000","4410",11450.04876430000,6119171.68432999961
"845","4",Queens,"084500","4084500",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081084500","4407",6853.36427065000,2034223.67742999992
"846.01","4",Queens,"084601","4084601",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081084601","4410",9625.94699104000,3567137.64416000014
"849.01","4",Queens,"084901","4084901",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081084901","4407",7231.32456461000,2201218.83462999994
"849.02","4",Queens,"084902","4084902",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081084902","4407",4747.23175506000,1071584.32250000001
"857","4",Queens,"085700","4085700",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081085700","4407",5338.43657276000,1425026.45014000009
"859","4",Queens,"085900","4085900",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081085900","4407",6082.73993810000,1570941.13749000011
"864","4",Queens,"086400","4086400",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081086400","4410",14997.10479270000,12090470.79529999942
"865","4",Queens,"086500","4086500",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081086500","4407",5179.00666375000,1702759.70912000001
"869","4",Queens,"086900","4086900",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081086900","4407",12114.34159620000,6618402.90741000045
"871","4",Queens,"087100","4087100",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081087100","4407",11880.19772430000,4757781.57368000038
"889.02","4",Queens,"088902","4088902",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081088902","4407",8281.57299186000,3109873.95264999988
"889.03","4",Queens,"088903","4088903",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081088903","4407",11260.22387700000,3964421.10920999991
"892.02","4",Queens,"089202","4089202",,Spring Creek Park,QN1091,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081089202","4410",28395.97105670000,11848150.58019999973
"916.02","4",Queens,"091602","4091602",,Jacob Riis Park-Fort Tilden-Breezy Point Tip,QN8492,QN84,QN84 Jamaica Bay (East) (JIA 84 Approximation),"36081091602","4414",17693.70906050000,13697953.47890000045
"916.03","4",Queens,"091603","4091603",,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081091603","4414",38107.11892970000,20167953.79380000010
"916.04","4",Queens,"091604","4091604",,Jacob Riis Park-Fort Tilden-Breezy Point Tip,QN8492,QN84,QN84 Jamaica Bay (East) (JIA 84 Approximation),"36081091604","4414",33529.23915200000,26842877.37280000001
"925","4",Queens,"092500","4092500",,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081092500","4407",7714.74849361000,3362669.21107000019
"928","4",Queens,"092800","4092800",,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081092800","4414",13004.23893230000,8209412.73861000035
"934.01","4",Queens,"093401","4093401",,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081093401","4414",10009.48441750000,5833409.64346999954
"934.02","4",Queens,"093402","4093402",,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081093402","4414",9356.13127228000,4251505.12557000015
"938","4",Queens,"093800","4093800",,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081093800","4414",13436.04594240000,8709737.46470000036
"942.03","4",Queens,"094203","4094203",,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081094203","4414",12063.25794120000,5583460.76781000011
"945","4",Queens,"094500","4094500",,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081094500","4407",29017.14610910000,16470123.13690000214
"947","4",Queens,"094700","4094700",,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081094700","4407",8723.37938986000,2935620.74360999977
"972.04","4",Queens,"097204","4097204",,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081097204","4414",10689.11452210000,4214119.93957000040
"972.05","4",Queens,"097205","4097205",,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081097205","4414",6387.82067609000,1896045.96628000005
"972.06","4",Queens,"097206","4097206",,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081097206","4414",9837.29960276000,3307274.09354999987
"972.07","4",Queens,"097207","4097207",,Rockaway Community Park,QN1491,QN14,QN14 The Rockaways (CD 14 Approximation),"36081097207","4414",21348.91241750000,8929707.74002999999
"997.03","4",Queens,"099703","4099703",,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099703","4407",15482.91409300000,6202992.87294999976
"997.04","4",Queens,"099704","4099704",,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099704","4407",12553.47082810000,7247413.85185000021
"998.01","4",Queens,"099801","4099801",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081099801","4414",9472.63648276000,4916319.37382000033
"998.02","4",Queens,"099802","4099802",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081099802","4414",9527.46511853000,4665392.94572999980
"999","4",Queens,"099900","4099900",,Fort Totten,QN0761,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099900","4407",14563.73734400000,6957321.57063999958
"1008.01","4",Queens,"100801","4100801",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081100801","4414",15369.00793610000,6931019.21525999997
"1008.03","4",Queens,"100803","4100803",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081100803","4414",10037.90912800000,3741127.13609999977
"1008.04","4",Queens,"100804","4100804",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081100804","4414",12899.70737940000,7453660.94806000032
"1010.02","4",Queens,"101002","4101002",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101002","4414",16293.19668370000,5796453.18737000041
"1010.03","4",Queens,"101003","4101003",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101003","4414",7399.25418856000,2517591.73708999995
"1010.04","4",Queens,"101004","4101004",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101004","4414",11033.86554400000,6199308.08592000045
"1033","4",Queens,"103300","4103300",,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081103300","4407",11601.87191210000,6525351.57753000036
"1039","4",Queens,"103900","4103900",,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081103900","4407",12776.44048870000,9352835.78769999929
"1047","4",Queens,"104700","4104700",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081104700","4407",13160.64126860000,9061045.61865999922
"1059","4",Queens,"105900","4105900",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081105900","4407",12256.93022050000,7005038.86431000102
"1085","4",Queens,"108500","4108500",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081108500","4411",9302.98522178000,4792436.90273000021
"1093","4",Queens,"109300","4109300",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109300","4411",19020.42876690000,11521331.99010000005
"1097","4",Queens,"109700","4109700",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109700","4411",11348.18595640000,4792217.51449999958
"1099","4",Queens,"109900","4109900",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109900","4411",8269.77071537000,4073754.58591999998
"1133","4",Queens,"113300","4113300",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081113300","4411",6940.87178571000,2746668.25020000013
"1139","4",Queens,"113900","4113900",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081113900","4411",10111.03025840000,4132815.95031000022
"1141","4",Queens,"114100","4114100",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081114100","4407",9904.91357528000,4816036.14513999969
"1147","4",Queens,"114700","4114700",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081114700","4407",7549.65048986000,3311049.74796999991
"1151","4",Queens,"115100","4115100",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115100","4407",7209.91991820000,3190090.11297000013
"1155","4",Queens,"115500","4115500",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115500","4407",7465.35765638000,2013039.54765999992
"1157","4",Queens,"115700","4115700",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115700","4407",7983.88419613000,3386397.36788999988
"1159","4",Queens,"115900","4115900",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115900","4407",7333.57032930000,3326142.61742000002
"1161","4",Queens,"116100","4116100",,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116100","4407",6229.47062446000,1891158.36838999996
"1163.01","4",Queens,"116301","4116301",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116301","4407",5540.62479852000,1435920.78191999998
"1171","4",Queens,"117100","4117100",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081117100","4407",9896.06007683000,4280909.67777999956
"1175","4",Queens,"117500","4117500",,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081117500","4407",10979.17103700000,6052324.02773000021
"1181","4",Queens,"118100","4118100",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081118100","4411",6073.41416419000,2098923.48388000019
"1185","4",Queens,"118500","4118500",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081118500","4407",7880.47769096000,1665902.06673999992
"1187","4",Queens,"118700","4118700",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081118700","4407",6293.04559797000,2015272.43684000010
"1191","4",Queens,"119100","4119100",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119100","4407",7286.99598165000,2342906.77443000022
"1193","4",Queens,"119300","4119300",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119300","4407",7005.18414277000,2275552.37289000023
"1195","4",Queens,"119500","4119500",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119500","4407",6786.59344833000,2037041.60529999994
"1199","4",Queens,"119900","4119900",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119900","4407",7086.48299644000,1983090.66584999999
"1203","4",Queens,"120300","4120300",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120300","4407",6496.70423297000,1980421.63676999998
"1205","4",Queens,"120500","4120500",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120500","4407",6065.70109779000,2176840.29205999989
"1207.01","4",Queens,"120701","4120701",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120701","4407",12416.53741300000,4246353.88786999974
"1207.02","4",Queens,"120702","4120702",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120702","4407",7562.54223343000,3365736.35466000019
"1215","4",Queens,"121500","4121500",,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081121500","4407",13096.04918480000,6806317.26142000034
"1223","4",Queens,"122300","4122300",,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122300","4408",11332.69648510000,5312336.88169999979
"1227.03","4",Queens,"122703","4122703",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122703","4408",9291.95977766000,4734221.40596999973
"1227.04","4",Queens,"122704","4122704",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122704","4408",7117.71666077000,2820261.53518000012
"1241","4",Queens,"124100","4124100",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081124100","4408",11577.07911560000,5369893.92545999959
"1247","4",Queens,"124700","4124700",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081124700","4408",10220.91609620000,5206785.82476000022
"1265","4",Queens,"126500","4126500",,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081126500","4408",7033.19073632000,2156793.58585999999
"1291.04","4",Queens,"129104","4129104",,Oakland Gardens-Hollis Hills,QN1104,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081129104","4411",13677.33971670000,7620707.74093999993
"1339","4",Queens,"133900","4133900",,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081133900","4408",6239.59156305000,2434847.62216999987
"1341","4",Queens,"134100","4134100",,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081134100","4408",12618.49177010000,6391295.15940000024
"1347.01","4",Queens,"134701","4134701",,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081134701","4408",11226.00247490000,4996949.42200999986
"1347.02","4",Queens,"134702","4134702",,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081134702","4408",12856.09748650000,6621400.34994999971
"1367","4",Queens,"136700","4136700",,Oakland Gardens-Hollis Hills,QN1104,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081136700","4411",11790.77638620000,8318759.16444000043
"1377","4",Queens,"137700","4137700",,Oakland Gardens-Hollis Hills,QN1104,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081137700","4411",12205.97367450000,8081409.27264999971
"1385.01","4",Queens,"138501","4138501",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081138501","4411",14675.05799690000,11182800.29069999978
"1403","4",Queens,"140300","4140300",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081140300","4411",8268.73869078000,4029511.50950999977
"1409.01","4",Queens,"140901","4140901",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081140901","4411",6728.78488908000,2632594.80088000000
"1409.02","4",Queens,"140902","4140902",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081140902","4411",10681.17483950000,5785858.89914999902
"1429","4",Queens,"142900","4142900",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081142900","4411",13094.02728580000,5720440.48311999999
"1441","4",Queens,"144100","4144100",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081144100","4411",8962.88441115000,3630986.77698000008
"1447","4",Queens,"144700","4144700",,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081144700","4411",8579.66294415000,4456988.92119000014
