CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,calculated,id,Station ID,area,perimeter,DepArea
"788.02","3",Brooklyn,"078802","3078802",,East Flatbush-Farragut,BK1702,BK17,BK17 East Flatbush (CD 17 Approximation),"36047078802","4317",3320.85066687000,688601.55341000005,63973.210,"0","1",15164894.247381,14925.757219,13591.127
"790.01","3",Brooklyn,"079001","3079001",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047079001","4314",4047.78894746000,651088.47697399999,60488.160,"0","1",15164894.247381,14925.757219,641648.885
"790.02","3",Brooklyn,"079002","3079002",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047079002","4317",4850.76568548000,1318503.26548000006,122493.073,"0","1",15164894.247381,14925.757219,1136444.155
"792.01","3",Brooklyn,"079201","3079201",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047079201","4314",4364.05263534000,1170145.87315999996,108710.261,"0","1",15164894.247381,14925.757219,1170145.873
"792.02","3",Brooklyn,"079202","3079202",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047079202","4317",4568.08848307000,1162117.94515999989,107964.445,"0","1",15164894.247381,14925.757219,1001900.581
"794","3",Brooklyn,"079400","3079400",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047079400","4317",6265.76278172000,2391961.76298000012,222220.939,"0","1",15164894.247381,14925.757219,469900.492
"796.01","3",Brooklyn,"079601","3079601",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047079601","4309",4382.68470830000,1188358.59052999993,110402.440,"0","1",15164894.247381,14925.757219,838175.786
"796.02","3",Brooklyn,"079602","3079602",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047079602","4314",5043.96789285000,1453524.69131999998,135037.186,"0","1",15164894.247381,14925.757219,878915.154
"798.01","3",Brooklyn,"079801","3079801",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047079801","4309",4764.35305156000,1397208.54266000004,129805.343,"0","1",15164894.247381,14925.757219,23884.960
"800","3",Brooklyn,"080000","3080000",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047080000","4309",5625.23050447000,1869357.41647999990,173669.564,"0","1",15164894.247381,14925.757219,1354573.935
"802","3",Brooklyn,"080200","3080200",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047080200","4309",5767.21592374000,1994115.47261999990,185259.940,"0","1",15164894.247381,14925.757219,1667957.843
"804","3",Brooklyn,"080400","3080400",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047080400","4309",6685.94142570000,2042543.17935000011,189759.064,"0","1",15164894.247381,14925.757219,1494053.943
"806","3",Brooklyn,"080600","3080600",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047080600","4309",6017.64505147000,1790169.55168000003,166312.764,"0","1",15164894.247381,14925.757219,1154116.094
"808","3",Brooklyn,"080800","3080800",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047080800","4309",11997.57743340000,3465286.50815000013,321936.594,"0","1",15164894.247381,14925.757219,1056845.819
"810","3",Brooklyn,"081000","3081000",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047081000","4309",6573.85690599000,1748271.96210999996,162420.291,"0","1",15164894.247381,14925.757219,1313164.821
"814","3",Brooklyn,"081400","3081400",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047081400","4317",5579.35555956000,1831958.65772000002,170194.954,"0","1",15164894.247381,14925.757219,15497.299
"816","3",Brooklyn,"081600","3081600",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047081600","4317",6080.41484777000,1933154.56568000000,179596.382,"0","1",15164894.247381,14925.757219,358550.943
"822","3",Brooklyn,"082200","3082200",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047082200","4317",5792.84404002000,1827422.90654999996,169773.560,"0","1",15164894.247381,14925.757219,363545.173
"826","3",Brooklyn,"082600","3082600",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047082600","4317",5883.02945468000,2142838.85613000020,199076.534,"0","1",15164894.247381,14925.757219,657380.071
"828","3",Brooklyn,"082800","3082800",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047082800","4317",5546.24094196000,1687712.47589999996,156793.768,"0","1",15164894.247381,14925.757219,1261001.795
"830","3",Brooklyn,"083000","3083000",,East Flatbush-Farragut,BK1702,BK17,BK17 East Flatbush (CD 17 Approximation),"36047083000","4317",6600.75439606000,2171914.95300999982,201777.690,"0","1",15164894.247381,14925.757219,1976534.853
"832","3",Brooklyn,"083200","3083200",,East Flatbush-Farragut,BK1702,BK17,BK17 East Flatbush (CD 17 Approximation),"36047083200","4317",5511.62437780000,1566888.49142000009,145568.852,"0","1",15164894.247381,14925.757219,1245308.542
"834","3",Brooklyn,"083400","3083400",,East Flatbush-Farragut,BK1702,BK17,BK17 East Flatbush (CD 17 Approximation),"36047083400","4317",4991.01598248000,1355748.33360000001,125953.270,"0","1",15164894.247381,14925.757219,50.628
"854","3",Brooklyn,"085400","3085400",,East Flatbush-Farragut,BK1702,BK17,BK17 East Flatbush (CD 17 Approximation),"36047085400","4317",7324.94806132000,1385790.11762999999,128744.296,"0","1",15164894.247381,14925.757219,1077672.857
"856","3",Brooklyn,"085600","3085600",,East Flatbush-Erasmus,BK1701,BK17,BK17 East Flatbush (CD 17 Approximation),"36047085600","4317",6259.32948610000,1700511.63495000009,157983.000,"0","1",15164894.247381,14925.757219,237907.417
"866","3",Brooklyn,"086600","3086600",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047086600","4317",7518.42140949000,1684237.05178999994,156471.184,"0","1",15164894.247381,14925.757219,51550.228
"876","3",Brooklyn,"087600","3087600",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047087600","4309",5395.10333196000,1530933.26215000008,142228.826,"0","1",15164894.247381,14925.757219,271.357
"878","3",Brooklyn,"087800","3087800",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047087800","4317",6146.79465356000,1629553.12385999993,151390.910,"0","1",15164894.247381,14925.757219,35583.461
"880.01","3",Brooklyn,"088001","3088001",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047088001","4309",3788.74729273000,874304.81332500000,81225.857,"0","1",15164894.247381,14925.757219,124.676
"880.02","3",Brooklyn,"088002","3088002",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088002","4317",6123.51626092000,1088856.50255000009,101158.420,"0","1",15164894.247381,14925.757219,640381.898
"882","3",Brooklyn,"088200","3088200",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088200","4317",8734.80582576000,2188028.20400999999,203275.143,"0","1",15164894.247381,14925.757219,1685692.186
"884","3",Brooklyn,"088400","3088400",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088400","4317",6494.42991729000,1797772.88727000006,167019.151,"0","1",15164894.247381,14925.757219,1787045.542
"888","3",Brooklyn,"088800","3088800",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047088800","4317",6496.16237484000,2166355.62984000007,201261.534,"0","1",15164894.247381,14925.757219,217483.572
"890","3",Brooklyn,"089000","3089000",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047089000","4317",9452.90986001000,2672111.43789000018,248247.995,"0","1",15164894.247381,14925.757219,1908892.239
"892","3",Brooklyn,"089200","3089200",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047089200","4316",7700.08920718000,1932402.81337999995,179528.725,"0","1",15164894.247381,14925.757219,1932424.109
"894","3",Brooklyn,"089400","3089400",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089400","4316",6291.04637140000,1853454.07371999999,172192.106,"0","1",15164894.247381,14925.757219,1853454.074
"896","3",Brooklyn,"089600","3089600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089600","4316",5646.71704961000,1605933.79391000001,149196.581,"0","1",15164894.247381,14925.757219,1500562.649
"898","3",Brooklyn,"089800","3089800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089800","4316",5546.68353132000,1661400.05905000004,154349.666,"0","1",15164894.247381,14925.757219,1661400.059
"900","3",Brooklyn,"090000","3090000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090000","4316",6709.24778567000,2645361.11721999990,245761.082,"0","1",15164894.247381,14925.757219,2639239.257
"902","3",Brooklyn,"090200","3090200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090200","4316",6035.68015855000,2051102.85376000009,190554.471,"0","1",15164894.247381,14925.757219,1011999.920
"906","3",Brooklyn,"090600","3090600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090600","4316",6160.46250795000,2107750.76674999995,195817.312,"0","1",15164894.247381,14925.757219,1868221.343
"910","3",Brooklyn,"091000","3091000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091000","4316",6092.21066540000,2281443.73016999988,211953.884,"0","1",15164894.247381,14925.757219,18877.641
"912","3",Brooklyn,"091200","3091200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091200","4316",5530.13591717000,1800466.62384000001,167269.463,"0","1",15164894.247381,14925.757219,1480195.303
"916","3",Brooklyn,"091600","3091600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091600","4316",6785.20447069000,2321085.56010999996,215636.582,"0","1",15164894.247381,14925.757219,2256251.260
"918","3",Brooklyn,"091800","3091800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091800","4316",6504.83675002000,2256021.20141999982,209591.948,"0","1",15164894.247381,14925.757219,1147255.116
"920","3",Brooklyn,"092000","3092000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092000","4316",6731.27030050000,2554843.41539000021,237353.451,"0","1",15164894.247381,14925.757219,1436745.823
"924","3",Brooklyn,"092400","3092400",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092400","4316",8447.42147149000,2709111.04061000003,251685.665,"0","1",15164894.247381,14925.757219,1896838.636
"974","3",Brooklyn,"097400","3097400",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047097400","4318",7198.09557528000,2712076.61346000014,251960.589,"0","1",15164894.247381,14925.757219,1113.996
"982","3",Brooklyn,"098200","3098200",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047098200","4318",8952.01371050000,3723765.59586999984,345949.899,"0","1",15164894.247381,14925.757219,2478511.528
"984","3",Brooklyn,"098400","3098400",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047098400","4318",4686.58617415000,1214786.59603999997,112857.554,"0","1",15164894.247381,14925.757219,510633.564
"986","3",Brooklyn,"098600","3098600",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047098600","4318",5278.87711560000,1677791.73109999998,155872.177,"0","1",15164894.247381,14925.757219,539071.630
"1018","3",Brooklyn,"101800","3101800",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047101800","4318",14375.58066050000,2623263.45818000007,243709.420,"0","1",15164894.247381,14925.757219,42913.363
"1098","3",Brooklyn,"109800","3109800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047109800","4305",13567.68529150000,9191378.32454000041,853913.410,"0","1",15164894.247381,14925.757219,5492049.265
"1104","3",Brooklyn,"110400","3110400",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047110400","4305",14964.72642190000,7985790.25492000021,741906.374,"0","1",15164894.247381,14925.757219,3557271.263
"1110","3",Brooklyn,"111000","3111000",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047111000","4305",4682.94863606000,1348388.77260000003,125269.831,"0","1",15164894.247381,14925.757219,728582.774
"1116","3",Brooklyn,"111600","3111600",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047111600","4305",9498.28446754000,5375937.07139999978,499442.737,"0","1",15164894.247381,14925.757219,1594861.922
"1122","3",Brooklyn,"112200","3112200",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112200","4305",5931.01709461000,1747124.22714999993,162313.748,"0","1",15164894.247381,14925.757219,1747124.227
"1124","3",Brooklyn,"112400","3112400",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112400","4305",5874.91864654000,1914338.80232000002,177848.593,"0","1",15164894.247381,14925.757219,1914338.802
"1126","3",Brooklyn,"112600","3112600",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112600","4305",5460.42104217000,1813472.03368000011,168477.705,"0","1",15164894.247381,14925.757219,491947.988
"1128","3",Brooklyn,"112800","3112800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112800","4305",5742.49242695000,1982798.03133999999,184208.599,"0","1",15164894.247381,14925.757219,1618161.797
"1130","3",Brooklyn,"113000","3113000",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113000","4305",7587.90186892000,2086280.69839000003,193822.496,"0","1",15164894.247381,14925.757219,455240.569
"1132","3",Brooklyn,"113200","3113200",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113200","4305",7996.13493728000,2109760.02889999980,196003.785,"0","1",15164894.247381,14925.757219,98795.228
"1134","3",Brooklyn,"113400","3113400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113400","4305",5266.48489241000,1651198.13070000010,153401.958,"0","1",15164894.247381,14925.757219,63572.025
"1142.02","3",Brooklyn,"114202","3114202",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047114202","4305",5260.69776682000,1286732.41971999989,119542.033,"0","1",15164894.247381,14925.757219,1167692.473
"1150","3",Brooklyn,"115000","3115000",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115000","4305",5234.74501129000,1703334.40133000002,158245.702,"0","1",15164894.247381,14925.757219,1703334.401
"1152","3",Brooklyn,"115200","3115200",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115200","4305",5358.55974561000,1788251.78144000005,166134.811,"0","1",15164894.247381,14925.757219,1788251.781
"1156","3",Brooklyn,"115600","3115600",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115600","4305",5354.67820983000,1720940.15711000003,159881.241,"0","1",15164894.247381,14925.757219,954587.421
"1158","3",Brooklyn,"115800","3115800",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115800","4305",5290.73335857000,1668175.87672999990,154979.268,"0","1",15164894.247381,14925.757219,1652367.713
"1160","3",Brooklyn,"116000","3116000",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116000","4305",5240.89789442000,1629832.62620999990,151417.057,"0","1",15164894.247381,14925.757219,1629832.626
"1162","3",Brooklyn,"116200","3116200",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116200","4305",5134.95648351000,1543810.12453999999,143425.279,"0","1",15164894.247381,14925.757219,1543810.125
"1164","3",Brooklyn,"116400","3116400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116400","4305",5646.04773673000,1954432.43678999995,181573.518,"0","1",15164894.247381,14925.757219,1950257.393
"1166","3",Brooklyn,"116600","3116600",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116600","4305",5251.65715581000,1715753.16069000005,159399.459,"0","1",15164894.247381,14925.757219,1371539.861
"1168","3",Brooklyn,"116800","3116800",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116800","4305",5447.52110870000,1549247.99273999990,143930.614,"0","1",15164894.247381,14925.757219,1549247.993
"1172.01","3",Brooklyn,"117201","3117201",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117201","4305",5149.18204899000,1390018.21680000005,129137.630,"0","1",15164894.247381,14925.757219,1390018.217
"1172.02","3",Brooklyn,"117202","3117202",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117202","4305",5193.71814806000,1634622.19469000003,151862.238,"0","1",15164894.247381,14925.757219,1634622.195
"1176.01","3",Brooklyn,"117601","3117601",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117601","4305",6040.07891050000,1639988.19018999999,152360.789,"0","1",15164894.247381,14925.757219,1639988.190
"1176.02","3",Brooklyn,"117602","3117602",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117602","4305",5876.21527273000,1548008.02093999996,143815.522,"0","1",15164894.247381,14925.757219,1548008.021
"1178","3",Brooklyn,"117800","3117800",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117800","4305",5823.69757830000,1528412.17249000003,141994.932,"0","1",15164894.247381,14925.757219,1000884.097
"1182.01","3",Brooklyn,"118201","3118201",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118201","4305",4880.98141112000,1360340.15348999994,126380.522,"0","1",15164894.247381,14925.757219,1360340.153
"1182.02","3",Brooklyn,"118202","3118202",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118202","4305",4918.21296893000,1337869.81943999999,124292.956,"0","1",15164894.247381,14925.757219,1337869.819
"1184","3",Brooklyn,"118400","3118400",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118400","4305",5966.70700321000,2204317.88734999998,204789.034,"0","1",15164894.247381,14925.757219,2204317.887
"1188","3",Brooklyn,"118800","3118800",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118800","4305",6036.01762992000,1877213.45980000007,174399.766,"0","1",15164894.247381,14925.757219,1149049.986
"1190","3",Brooklyn,"119000","3119000",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119000","4305",6874.51297978000,1510640.52318000002,140340.733,"0","1",15164894.247381,14925.757219,262.928
"1192","3",Brooklyn,"119200","3119200",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119200","4305",6364.19056922000,2421479.27467000019,224963.939,"0","1",15164894.247381,14925.757219,550359.959
"1194","3",Brooklyn,"119400","3119400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119400","4305",5622.86376522000,1964535.95445000008,182512.210,"0","1",15164894.247381,14925.757219,445675.343
"1198","3",Brooklyn,"119800","3119800",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119800","4305",8959.33435791000,3527651.39104000013,327731.191,"0","1",15164894.247381,14925.757219,3527651.391
"1200","3",Brooklyn,"120000","3120000",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120000","4305",6327.94311979000,1623804.08929000003,150857.074,"0","1",15164894.247381,14925.757219,31376.482
"1202","3",Brooklyn,"120200","3120200",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120200","4305",6114.45554559000,1641233.53875000007,152476.355,"0","1",15164894.247381,14925.757219,434008.099
"1208.01","3",Brooklyn,"120801","3120801",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120801","4305",6081.62990751000,2167971.93374999985,201414.549,"0","1",15164894.247381,14925.757219,1284.561
"1208.02","3",Brooklyn,"120802","3120802",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120802","4305",4830.94482186000,1268359.45658000000,117834.983,"0","1",15164894.247381,14925.757219,245735.393
"1208.03","3",Brooklyn,"120803","3120803",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120803","4305",6408.92159186000,1665738.94308000011,154752.915,"0","1",15164894.247381,14925.757219,515951.303
"1210","3",Brooklyn,"121000","3121000",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047121000","4305",5615.91589529000,1716806.54813000001,159497.202,"0","1",15164894.247381,14925.757219,81.652
"1237","3",Brooklyn,"123700","3123700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047123700","4303",7492.84448573000,3459462.47764999978,321396.853,"0","1",15164894.247381,14925.757219,2167027.088
"483.02","4",Queens,"048302","4048302",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081048302","4402",5921.05012055000,1453031.97066000011,134992.521,"0","1",15164894.247381,14925.757219,729708.864
"71","2",Bronx,"007100","2007100",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007100","4221",8603.54219177000,2841852.30795999989,264020.386,"0","1",15164894.247381,14925.757219,320112.050
"75","2",Bronx,"007500","2007500",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007500","4221",7309.73011269000,2458741.05682000006,228427.694,"0","1",15164894.247381,14925.757219,1589243.507
"141","2",Bronx,"014100","2014100",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014100","4263",6841.72264692000,1907232.52484000009,177190.178,"0","1",15164894.247381,14925.757219,66084.890
"245","4",Queens,"024500","4024500",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081024500","4402",7675.54641490000,2774851.67859000014,257794.858,"0","1",15164894.247381,14925.757219,57713.020
"247","4",Queens,"024700","4024700",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081024700","4402",4675.91047765000,1050662.07951000007,97610.743,"0","1",15164894.247381,14925.757219,42548.398
"146.06","5",Staten Island,"014606","5014606",,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014606","4503",20147.80962520000,19044545.84569999948,1769269.743,"0","1",15164894.247381,14925.757219,4900813.061
"75","3",Brooklyn,"007500","3007500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047007500","4306",7513.47764211000,3052490.56785999984,283587.230,"0","1",15164894.247381,14925.757219,3052490.568
"77","3",Brooklyn,"007700","3007700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047007700","4306",10067.54981590000,4166505.20618000021,387091.448,"0","1",15164894.247381,14925.757219,4166596.342
"137","4",Queens,"013700","4013700",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081013700","4401",7878.27348120000,2153336.39682999998,200053.939,"0","1",15164894.247381,14925.757219,202865.663
"141","4",Queens,"014100","4014100",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081014100","4401",6503.85791427000,1841152.95751000009,171054.724,"0","1",15164894.247381,14925.757219,1130.259
"376","2",Bronx,"037600","2037600",,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005037600","4212",5762.24731095000,1341410.75077999989,124622.883,"0","1",15164894.247381,14925.757219,50778.406
"173","2",Bronx,"017300","2017300",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017300","4204",7187.49260464000,1774072.44671999989,164819.035,"0","1",15164894.247381,14925.757219,128986.381
"147","1",Manhattan,"014700","1014700",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061014700","4107",3365.90108889000,703936.20423399995,65398.619,"0","1",15164894.247381,14925.757219,165.592
"151.02","1",Manhattan,"015102","1015102",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015102","4107",8403.10506760000,2391493.14574000007,222179.751,"0","1",15164894.247381,14925.757219,31.730
"220","2",Bronx,"022000","2022000",,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005022000","4263",11231.00711590000,2460400.77750999993,228586.039,"0","1",15164894.247381,14925.757219,190303.734
"508.03","3",Brooklyn,"050803","3050803",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050803","4314",3257.53449039000,602995.58997900004,56020.265,"0","1",15164894.247381,14925.757219,527035.511
"798.02","3",Brooklyn,"079802","3079802",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047079802","4309",5259.37933127000,1145198.83119000006,106392.774,"0","1",15164894.247381,14925.757219,3898.036
"61","2",Bronx,"006100","2006100",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006100","4204",8376.79704070000,2613468.90803000005,242802.597,"0","1",15164894.247381,14925.757219,1282398.872
"299","1",Manhattan,"029900","1029900",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029900","4112",20655.79072670000,6678107.67470999900,620432.476,"0","1",15164894.247381,14925.757219,607595.734
"1522","3",Brooklyn,"152200","3152200",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047152200","4314",9339.76916978000,4196763.28246000037,389892.582,"0","1",15164894.247381,14925.757219,4196763.282
"603","4",Queens,"060300","4060300",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081060300","4405",6684.56395074000,1952653.29588999995,181408.983,"0","1",15164894.247381,14925.757219,578.909
